ie,municipality,precinct,total,voted,invalid,АА / A,ВМРО - ДПМНЕ и други,ГДУ,ГЛАС ЗА МАКЕДОНИЈА,ДЕМОКРАТИ,ДПА,ДУИ,ЕДИНСТВЕНА МАКЕДОНИЈА,ИНТЕГРА,КОАЛИЦИЈА МОЖЕМЕ,ЛЕВИЦА,МОРО,НП НА РОМИТЕ,СДУ,ТВОЈА
2,ГАЗИ БАБА,2547,746.0,417.0,3,149,2,0,0,0,1,230,0,0,38,1,0,0,0,0
2,ГАЗИ БАБА,2548,862.0,625.0,14,0,429,0,0,0,0,0,7,13,140,21,2,2,1,0
2,ГАЗИ БАБА,2549,248.0,191.0,5,0,125,0,0,0,0,0,0,4,53,3,0,0,0,2
2,ГАЗИ БАБА,2550,273.0,181.0,4,0,139,0,1,0,0,0,3,4,23,13,0,0,1,0
2,ГАЗИ БАБА,2551,928.0,633.0,24,1,362,0,0,0,0,0,7,22,178,24,6,1,1,0
2,ГАЗИ БАБА,2552,349.0,240.0,9,0,195,0,0,0,0,0,2,4,28,1,1,1,0,0
2,ГАЗИ БАБА,ЗРД-0027,94.0,0.0,0,14,24,0,1,0,0,4,1,0,21,0,0,0,1,2
2,КУМАНОВО,0995,472.0,182.0,6,38,46,0,0,1,4,48,1,0,39,2,0,1,0,0
2,КУМАНОВО,0995/1,563.0,233.0,6,58,46,0,0,0,5,32,2,5,78,0,1,0,1,0
2,КУМАНОВО,0996,601.0,302.0,15,36,85,0,2,0,1,21,0,9,116,15,0,1,1,1
2,КУМАНОВО,0997,459.0,221.0,5,8,57,0,2,0,2,15,3,13,100,12,1,0,1,2
2,КУМАНОВО,0998,524.0,190.0,11,46,32,0,0,0,2,18,0,8,65,8,0,0,0,0
2,КУМАНОВО,0999,861.0,329.0,11,146,27,0,0,2,13,71,0,1,50,6,0,0,2,0
2,КУМАНОВО,1000,618.0,282.0,5,132,2,0,1,1,4,106,1,1,30,3,0,0,0,0
2,КУМАНОВО,1000/1,543.0,228.0,8,74,12,0,1,0,13,69,1,0,48,1,0,0,0,0
2,КУМАНОВО,1001,779.0,329.0,7,162,2,0,3,1,2,133,0,1,18,1,0,0,0,0
2,КУМАНОВО,1001/1,562.0,277.0,5,107,2,0,0,0,6,132,0,0,25,0,0,0,0,0
2,КУМАНОВО,1002,469.0,216.0,2,40,50,0,2,0,4,19,1,5,78,5,0,10,0,0
2,КУМАНОВО,1003,486.0,246.0,12,25,82,1,1,2,7,28,0,4,71,10,1,3,0,0
2,КУМАНОВО,1004,596.0,359.0,19,0,141,3,1,0,0,14,8,10,149,21,1,0,0,0
2,КУМАНОВО,1005,401.0,230.0,7,0,74,0,0,0,0,0,0,6,138,6,0,0,0,0
2,КУМАНОВО,1006,718.0,455.0,13,3,151,9,3,1,1,7,1,6,238,14,1,0,3,4
2,КУМАНОВО,1006/1,571.0,326.0,10,15,95,4,0,0,2,4,0,0,176,11,4,3,2,0
2,КУМАНОВО,1007,986.0,509.0,16,39,207,2,0,1,0,11,0,7,217,11,2,0,1,0
2,КУМАНОВО,1008,603.0,320.0,15,0,121,0,0,1,0,0,2,14,158,12,0,1,0,0
2,КУМАНОВО,1008/1,774.0,427.0,26,0,196,0,0,0,1,0,0,12,171,19,1,0,2,1
2,КУМАНОВО,1009,394.0,221.0,12,0,94,0,0,0,0,0,3,8,98,5,1,0,0,0
2,КУМАНОВО,1009/1,714.0,402.0,24,1,156,2,2,1,0,0,3,12,177,20,2,0,3,1
2,КУМАНОВО,1010,579.0,300.0,11,2,122,1,0,0,0,1,1,13,136,13,0,1,0,0
2,КУМАНОВО,1010/1,580.0,303.0,16,1,171,0,1,0,0,0,0,9,103,4,2,0,2,0
2,КУМАНОВО,1011,295.0,140.0,10,0,61,0,1,0,0,1,1,4,56,4,2,0,2,0
2,КУМАНОВО,1011/1,919.0,496.0,14,0,231,2,1,0,0,1,1,18,198,19,3,1,0,2
2,КУМАНОВО,1012,554.0,299.0,15,0,115,1,1,0,0,4,0,6,141,17,1,0,0,1
2,КУМАНОВО,1013,494.0,241.0,11,52,56,0,0,0,3,37,0,2,62,7,0,5,0,6
2,КУМАНОВО,1013/1,490.0,243.0,14,58,41,0,1,0,7,33,0,3,75,9,0,3,1,1
2,КУМАНОВО,1014,531.0,255.0,10,15,66,0,0,1,2,14,3,4,123,15,1,1,0,1
2,КУМАНОВО,1014/1,602.0,320.0,18,10,111,1,1,0,14,7,5,5,134,18,1,2,1,1
2,КУМАНОВО,1015,627.0,310.0,28,11,113,0,1,0,0,3,1,4,128,13,0,2,6,1
2,КУМАНОВО,1016,752.0,442.0,17,77,58,0,0,0,6,115,1,4,143,11,0,1,1,0
2,КУМАНОВО,1017,588.0,202.0,8,0,6,0,0,0,0,1,0,3,170,2,1,11,0,0
2,КУМАНОВО,1017/1,613.0,174.0,7,0,12,0,0,0,1,0,0,0,146,0,0,9,0,0
2,КУМАНОВО,1018,841.0,262.0,15,0,3,2,1,0,0,0,0,0,220,1,1,19,0,0
2,КУМАНОВО,1019,500.0,224.0,19,45,44,0,0,0,1,44,1,4,54,9,1,1,1,1
2,КУМАНОВО,1020,595.0,241.0,5,104,7,0,0,0,2,87,0,0,35,1,0,0,0,0
2,КУМАНОВО,1020/1,452.0,186.0,13,59,31,0,1,0,4,63,0,0,16,0,0,1,0,0
2,КУМАНОВО,1021,897.0,457.0,5,306,10,1,0,0,13,100,0,0,22,2,0,0,0,0
2,КУМАНОВО,1022,685.0,314.0,11,97,45,9,0,0,2,103,0,2,40,8,0,1,0,0
2,КУМАНОВО,1023,389.0,198.0,4,80,2,0,0,0,14,77,0,0,19,0,1,0,1,0
2,КУМАНОВО,1024,654.0,286.0,5,95,16,5,1,0,6,102,1,1,48,1,0,4,1,0
2,КУМАНОВО,1025,720.0,335.0,18,6,123,0,1,0,0,2,1,4,154,25,3,0,1,2
2,КУМАНОВО,1026,558.0,303.0,16,2,83,5,2,0,3,2,3,8,163,12,0,1,0,3
2,КУМАНОВО,1026/1,630.0,353.0,10,4,120,4,2,0,0,3,1,4,186,15,1,0,4,1
2,КУМАНОВО,1027,533.0,281.0,23,0,95,5,2,0,0,0,1,3,135,19,1,1,1,1
2,КУМАНОВО,1028,914.0,444.0,19,1,144,3,2,1,0,1,3,9,276,20,3,2,2,2
2,КУМАНОВО,1029,898.0,373.0,22,2,167,0,2,0,1,3,1,5,224,23,0,1,2,4
2,КУМАНОВО,1030,863.0,444.0,27,70,109,0,3,0,2,62,1,5,138,21,1,3,0,2
2,КУМАНОВО,1031,437.0,214.0,11,36,39,0,1,0,1,28,2,10,79,7,1,1,0,0
2,КУМАНОВО,1032,555.0,273.0,11,40,64,0,1,0,2,45,2,3,97,7,0,0,0,1
2,КУМАНОВО,1033,807.0,431.0,17,54,127,2,1,2,0,22,2,13,153,20,4,10,2,2
2,КУМАНОВО,1034,981.0,368.0,13,154,30,0,1,1,20,104,0,4,107,4,0,1,1,0
2,КУМАНОВО,1035,379.0,176.0,7,26,39,1,0,0,1,29,0,3,64,5,0,0,0,1
2,КУМАНОВО,1036,782.0,365.0,7,130,26,0,0,0,16,86,0,8,84,8,0,0,0,0
2,КУМАНОВО,1037,867.0,331.0,14,144,24,0,0,0,14,92,0,2,47,1,0,0,0,0
2,КУМАНОВО,1038,931.0,418.0,13,198,0,0,0,2,9,135,0,1,58,1,0,1,0,0
2,КУМАНОВО,1039,490.0,218.0,10,58,37,1,0,0,1,51,0,2,50,7,1,0,0,0
2,КУМАНОВО,1040,757.0,353.0,3,166,23,0,0,0,14,96,0,1,55,1,0,0,0,0
2,КУМАНОВО,1040/1,647.0,193.0,9,114,19,4,1,1,15,92,0,0,22,2,0,0,0,0
2,КУМАНОВО,1041,673.0,290.0,2,127,15,0,0,3,17,72,0,0,54,0,0,0,0,0
2,КУМАНОВО,1041/1,561.0,223.0,7,73,10,0,0,0,17,63,0,0,55,2,0,0,0,0
2,КУМАНОВО,1042,760.0,324.0,5,156,7,1,0,0,3,79,0,1,71,1,0,1,0,0
2,КУМАНОВО,1042/1,779.0,324.0,6,139,5,0,0,1,9,82,2,2,76,0,0,0,0,1
2,КУМАНОВО,1043,776.0,415.0,12,24,135,3,2,0,1,12,0,8,183,31,3,2,1,0
2,КУМАНОВО,1044,986.0,512.0,29,33,143,5,0,0,2,56,1,7,202,37,0,2,2,0
2,КУМАНОВО,1045,522.0,261.0,15,0,92,0,0,1,0,0,0,6,122,17,1,5,1,1
2,КУМАНОВО,1046,570.0,304.0,9,0,113,2,3,0,0,0,1,6,135,23,0,12,0,0
2,КУМАНОВО,1047,574.0,330.0,16,0,106,3,3,0,0,6,1,13,158,18,1,1,1,3
2,КУМАНОВО,1047/1,484.0,263.0,13,0,111,0,2,0,0,1,2,5,115,12,1,1,0,0
2,КУМАНОВО,1048,535.0,260.0,5,1,128,1,1,0,0,0,0,4,109,10,1,0,1,1
2,КУМАНОВО,1048/1,640.0,256.0,22,1,109,0,1,0,0,0,0,8,162,17,1,1,0,0
2,КУМАНОВО,1049,556.0,302.0,14,0,104,4,5,0,0,0,0,10,134,30,0,1,1,1
2,КУМАНОВО,1049/1,526.0,249.0,6,0,105,0,1,1,0,1,0,3,122,8,2,0,0,0
2,КУМАНОВО,1050,581.0,299.0,16,0,115,1,1,0,0,0,0,12,129,25,0,0,0,1
2,КУМАНОВО,1050/1,587.0,326.0,18,1,128,4,0,0,0,0,0,9,151,12,0,0,2,3
2,КУМАНОВО,1051,1131.0,671.0,23,1,262,2,5,1,1,0,1,15,313,48,2,0,0,3
2,КУМАНОВО,1051/1,1077.0,612.0,30,0,231,3,2,0,1,0,2,18,273,46,0,1,2,3
2,КУМАНОВО,1052,717.0,401.0,16,2,154,0,7,0,1,1,1,11,171,30,0,2,5,0
2,КУМАНОВО,1053,780.0,432.0,35,0,182,1,1,0,0,1,1,14,178,13,1,1,0,4
2,КУМАНОВО,1054,425.0,204.0,5,0,94,1,0,0,0,1,0,3,82,15,2,0,0,1
2,КУМАНОВО,1055,958.0,533.0,23,0,189,2,6,0,0,0,1,13,255,40,0,1,4,2
2,КУМАНОВО,1055/1,908.0,479.0,20,0,175,0,6,0,0,1,2,9,239,36,2,0,1,0
2,КУМАНОВО,1056,668.0,366.0,9,0,148,1,4,0,1,0,1,6,166,29,2,0,0,0
2,КУМАНОВО,1057,679.0,368.0,16,0,164,0,0,0,0,0,1,10,154,20,1,0,2,1
2,КУМАНОВО,1057/1,743.0,410.0,22,0,182,0,2,0,0,0,0,8,168,27,1,1,0,0
2,КУМАНОВО,1058,898.0,524.0,16,1,182,3,1,0,1,0,4,11,273,22,1,5,3,3
2,КУМАНОВО,1058/1,552.0,299.0,20,0,95,1,2,0,0,0,3,3,146,21,1,5,0,2
2,КУМАНОВО,1059,852.0,547.0,18,0,214,2,1,0,0,1,4,8,269,28,2,1,1,0
2,КУМАНОВО,1059/1,1030.0,644.0,25,2,244,0,1,1,0,2,3,19,354,23,6,2,2,1
2,КУМАНОВО,1060,668.0,329.0,20,0,149,1,1,0,0,0,0,13,172,12,0,5,3,0
2,КУМАНОВО,1060/1,584.0,311.0,11,4,133,1,1,1,0,0,3,6,141,6,0,4,2,0
2,КУМАНОВО,1061,788.0,428.0,21,1,108,0,0,3,1,0,0,7,244,17,2,21,2,3
2,КУМАНОВО,1061/1,841.0,391.0,34,0,116,0,0,4,1,1,1,3,196,17,1,19,0,1
2,КУМАНОВО,1062,885.0,448.0,23,23,134,0,2,1,6,33,1,13,191,20,1,1,0,2
2,КУМАНОВО,1063,682.0,367.0,21,4,155,1,2,0,0,3,3,7,137,26,0,1,3,8
2,КУМАНОВО,1064,574.0,170.0,5,58,44,2,1,0,0,43,0,3,95,16,1,2,0,0
2,КУМАНОВО,1064/1,450.0,221.0,10,37,51,6,1,0,0,23,0,3,71,15,0,3,0,1
2,КУМАНОВО,1065,761.0,331.0,8,78,82,0,0,0,1,77,3,4,67,8,0,0,0,3
2,КУМАНОВО,1066,861.0,362.0,6,124,63,3,1,0,16,62,3,4,72,8,0,0,0,0
2,КУМАНОВО,1067,545.0,229.0,5,6,99,1,2,0,0,6,0,6,89,12,3,1,1,2
2,КУМАНОВО,1068,910.0,466.0,17,0,213,6,0,1,0,3,4,11,180,23,0,8,7,1
2,КУМАНОВО,1069,656.0,377.0,22,0,120,1,0,0,0,0,1,12,182,27,3,7,1,3
2,КУМАНОВО,1070,585.0,350.0,8,0,143,2,3,0,0,2,0,8,180,4,0,0,0,1
2,КУМАНОВО,1071,676.0,300.0,21,0,172,1,0,0,0,0,0,18,151,19,2,0,0,0
2,КУМАНОВО,1072,557.0,246.0,16,0,114,2,2,1,0,0,0,10,149,17,2,0,0,3
2,КУМАНОВО,1073,408.0,252.0,12,0,97,2,7,0,0,0,0,10,108,11,0,1,3,1
2,КУМАНОВО,1074,1023.0,580.0,31,2,232,3,5,1,1,4,4,15,246,35,2,0,2,1
2,КУМАНОВО,1075,543.0,317.0,16,0,119,0,5,0,0,0,2,11,143,21,0,0,1,1
2,КУМАНОВО,1076,447.0,283.0,25,0,104,2,3,0,0,0,1,6,127,14,1,0,0,0
2,КУМАНОВО,1077,577.0,328.0,8,0,208,7,1,3,0,0,0,2,95,11,2,0,2,2
2,КУМАНОВО,1078,627.0,254.0,8,74,17,0,0,0,14,88,0,1,48,3,0,1,0,0
2,КУМАНОВО,1078/1,539.0,250.0,1,73,14,0,0,0,30,55,0,2,73,2,0,0,0,0
2,КУМАНОВО,1079,772.0,374.0,16,112,20,0,0,0,23,91,2,0,111,9,1,0,0,0
2,КУМАНОВО,1079/1,282.0,26.0,11,30,10,0,1,2,5,55,0,0,15,1,0,0,0,0
2,КУМАНОВО,1080,538.0,262.0,18,0,99,0,1,0,1,0,2,10,129,7,1,0,0,0
2,КУМАНОВО,1080/1,501.0,290.0,20,0,115,1,0,0,0,0,0,1,150,3,0,0,0,2
2,КУМАНОВО,1081,164.0,47.0,3,0,10,0,0,1,0,0,0,0,31,2,0,1,0,0
2,КУМАНОВО,1082,24.0,6.0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0
2,КУМАНОВО,1083,16.0,4.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2,КУМАНОВО,1084,270.0,106.0,3,31,0,0,0,0,3,51,0,0,16,2,0,0,0,0
2,КУМАНОВО,1085,718.0,191.0,18,26,110,0,1,1,2,23,0,4,171,1,2,0,0,1
2,КУМАНОВО,1086,1006.0,584.0,11,0,312,4,5,0,0,0,6,6,220,19,4,1,0,0
2,КУМАНОВО,1086/1,1094.0,638.0,30,0,327,4,1,3,0,0,3,11,242,10,4,2,1,0
2,КУМАНОВО,1087,600.0,333.0,11,0,177,2,1,1,0,0,1,16,109,9,2,0,2,1
2,КУМАНОВО,1087/1,747.0,406.0,12,0,210,9,2,0,0,0,1,28,117,23,2,0,2,0
2,КУМАНОВО,1088,752.0,169.0,11,73,111,4,1,0,1,59,1,8,116,16,4,3,1,0
2,КУМАНОВО,1089,554.0,28.0,6,0,184,0,0,0,2,1,0,2,168,12,1,1,0,1
2,КУМАНОВО,1090,46.0,28.0,5,0,6,0,0,2,0,0,0,0,12,4,0,0,0,0
2,КУМАНОВО,1091,717.0,349.0,12,1,193,1,1,0,0,0,0,5,118,19,2,1,0,0
2,КУМАНОВО,1091/1,671.0,325.0,5,0,150,5,1,0,0,5,1,2,136,16,1,1,1,1
2,КУМАНОВО,1092,87.0,10.0,0,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2,КУМАНОВО,1093,15.0,3.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,КУМАНОВО,1094,218.0,117.0,0,0,53,1,0,0,0,0,0,3,53,4,0,1,2,0
2,КУМАНОВО,1095,554.0,347.0,8,0,199,9,1,0,0,1,0,5,120,2,0,0,1,1
2,КУМАНОВО,1096,223.0,179.0,5,0,81,0,2,0,0,1,0,2,87,2,0,0,0,0
2,КУМАНОВО,1097,741.0,324.0,9,76,41,0,0,0,34,100,2,3,57,2,0,1,0,0
2,КУМАНОВО,1097/1,579.0,203.0,2,69,19,0,1,0,16,73,0,0,19,4,0,0,0,0
2,КУМАНОВО,1098,534.0,70.0,4,62,56,0,1,0,25,24,0,3,43,5,0,0,0,0
2,КУМАНОВО,1098/1,672.0,321.0,2,99,66,0,0,0,38,71,0,0,66,0,0,1,0,0
2,КУМАНОВО,1099,215.0,126.0,5,0,76,0,0,0,0,0,0,1,39,5,0,0,1,0
2,КУМАНОВО,1100,300.0,209.0,14,0,75,0,0,0,0,0,0,2,117,2,0,0,0,0
2,КУМАНОВО,1101,829.0,368.0,9,176,0,0,1,4,19,119,0,2,37,2,0,0,0,0
2,КУМАНОВО,1101/1,385.0,164.0,3,49,1,0,0,1,5,91,0,0,14,0,0,0,0,0
2,КУМАНОВО,1102,730.0,311.0,9,137,0,0,0,2,10,131,0,1,22,0,0,0,0,0
2,КУМАНОВО,1102/1,545.0,285.0,5,100,0,0,1,1,6,144,0,0,27,1,0,0,0,0
2,КУМАНОВО,1103,751.0,303.0,7,144,0,0,0,0,8,131,0,0,14,1,0,0,0,0
2,КУМАНОВО,1103/1,496.0,188.0,0,84,0,0,0,0,4,70,0,0,31,0,0,0,0,0
2,КУМАНОВО,1104,35.0,17.0,1,0,5,0,0,0,0,0,0,0,10,1,0,0,0,0
2,КУМАНОВО,ЗРД-1678,124.0,0.0,0,8,12,0,0,0,1,5,0,0,51,1,0,2,0,0
2,ЛИПКОВО,1105,945.0,452.0,2,124,0,0,0,1,60,211,0,0,56,1,0,0,0,0
2,ЛИПКОВО,1106,911.0,433.0,6,151,1,0,1,1,32,190,0,0,54,0,0,0,0,0
2,ЛИПКОВО,1107,230.0,93.0,1,37,0,0,0,0,17,35,0,0,3,0,0,0,0,0
2,ЛИПКОВО,1108,907.0,400.0,2,161,0,1,0,1,7,228,0,1,2,0,0,0,0,0
2,ЛИПКОВО,1109,612.0,321.0,6,87,0,0,0,0,7,206,0,0,15,0,0,0,0,0
2,ЛИПКОВО,1110,84.0,36.0,0,11,0,0,0,0,1,11,0,0,13,0,0,0,0,0
2,ЛИПКОВО,1111,645.0,272.0,2,73,0,0,0,0,16,173,0,0,7,0,0,0,1,0
2,ЛИПКОВО,1111/1,623.0,268.0,0,74,0,0,0,1,6,193,0,0,9,0,0,0,0,0
2,ЛИПКОВО,1112,543.0,252.0,2,93,0,0,0,0,3,144,0,0,11,0,0,0,0,0
2,ЛИПКОВО,1112/1,680.0,362.0,3,75,0,0,0,0,15,273,0,0,1,0,0,0,0,0
2,ЛИПКОВО,1113,713.0,296.0,3,160,1,0,0,1,47,73,0,0,19,0,0,0,0,0
2,ЛИПКОВО,1113/1,756.0,345.0,9,134,0,0,0,0,19,179,0,0,5,0,0,0,0,0
2,ЛИПКОВО,1114,957.0,425.0,21,75,0,0,0,0,18,295,0,2,15,0,0,0,0,0
2,ЛИПКОВО,1116,951.0,424.0,25,115,0,0,0,0,29,243,0,0,10,1,0,0,1,1
2,ЛИПКОВО,1117,1028.0,483.0,4,249,1,0,1,3,26,192,0,0,6,0,0,0,0,0
2,ЛИПКОВО,1118,983.0,459.0,7,232,0,0,0,0,13,198,0,0,9,0,0,0,0,0
2,ЛИПКОВО,1119,866.0,337.0,2,159,0,0,0,0,31,137,0,0,26,1,0,0,0,0
2,ЛИПКОВО,1119/1,610.0,356.0,0,85,0,0,0,0,21,123,0,0,1,0,0,0,0,0
2,ЛИПКОВО,1120,679.0,243.0,7,131,0,0,0,0,12,77,0,0,16,0,0,0,0,0
2,ЛИПКОВО,1120/1,814.0,304.0,1,118,0,0,0,0,22,179,0,0,6,0,0,0,0,0
2,ЛИПКОВО,1121,711.0,265.0,1,54,0,0,0,0,27,179,0,0,4,0,1,0,0,0
2,ЛИПКОВО,1121/1,542.0,265.0,1,89,0,0,0,0,41,133,0,0,2,0,0,0,0,0
2,ЛИПКОВО,1122,185.0,2.0,0,22,0,0,0,0,4,38,0,0,0,0,0,0,0,0
2,ЛИПКОВО,1123,71.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ЛИПКОВО,1124,1095.0,535.0,11,183,0,0,0,0,36,310,0,0,39,1,0,0,0,0
2,ЛИПКОВО,1125,701.0,360.0,2,152,0,0,0,0,48,150,0,0,7,1,0,0,0,0
2,ЛИПКОВО,1125/1,604.0,275.0,0,100,0,0,0,0,24,159,0,0,12,0,0,0,0,0
2,ЛИПКОВО,1126,1076.0,540.0,13,212,0,0,0,0,54,273,0,0,38,0,0,0,0,0
2,ЛИПКОВО,1127,1033.0,382.0,6,126,1,0,0,0,53,127,0,1,67,1,0,0,0,0
2,ЛИПКОВО,1128,591.0,206.0,5,70,0,0,0,0,22,92,0,0,18,0,0,0,0,0
2,ЛИПКОВО,1128/1,747.0,277.0,9,95,0,0,0,0,23,101,0,0,50,0,0,0,0,0
2,ЛИПКОВО,1129,810.0,266.0,2,97,0,0,0,0,30,101,0,0,50,0,0,0,0,0
2,ЛИПКОВО,1129/1,649.0,263.0,0,96,0,0,1,0,16,100,0,0,51,0,0,0,0,0
2,ЛИПКОВО,1130,620.0,243.0,3,82,0,0,4,1,9,113,0,0,39,0,0,0,0,0
2,ЛИПКОВО,1130/1,647.0,219.0,3,93,0,0,0,0,13,82,0,0,37,0,0,0,0,0
2,ЛИПКОВО,ЗРД-1694,29.0,0.0,0,5,0,0,0,0,3,4,0,0,7,0,0,0,0,0
2,СТАРО НАГОРИЧАНЕ,1156,432.0,260.0,16,0,147,0,0,0,0,0,2,3,88,4,0,0,1,1
2,СТАРО НАГОРИЧАНЕ,1157,320.0,212.0,16,0,121,1,0,0,0,0,0,1,72,4,0,1,0,0
2,СТАРО НАГОРИЧАНЕ,1158,80.0,48.0,2,0,30,0,0,0,0,0,0,0,17,0,0,0,0,0
2,СТАРО НАГОРИЧАНЕ,1159,33.0,14.0,2,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0
2,СТАРО НАГОРИЧАНЕ,1160,40.0,17.0,0,0,11,0,0,0,0,0,0,0,5,0,0,1,0,0
2,СТАРО НАГОРИЧАНЕ,1161,9.0,6.0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0
2,СТАРО НАГОРИЧАНЕ,1162,14.0,4.0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
2,СТАРО НАГОРИЧАНЕ,1163,40.0,8.0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0
2,СТАРО НАГОРИЧАНЕ,1164,34.0,14.0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0
2,СТАРО НАГОРИЧАНЕ,1165,55.0,22.0,1,0,11,0,0,0,0,0,1,0,8,1,0,0,0,0
2,СТАРО НАГОРИЧАНЕ,1166,5.0,2.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2,СТАРО НАГОРИЧАНЕ,1167,41.0,18.0,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0
2,СТАРО НАГОРИЧАНЕ,1168,33.0,11.0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0
2,СТАРО НАГОРИЧАНЕ,1169,56.0,27.0,0,1,9,0,0,0,0,0,0,0,17,0,0,0,0,0
2,СТАРО НАГОРИЧАНЕ,1170,55.0,26.0,0,0,12,0,0,0,0,0,0,0,14,0,0,0,0,0
2,СТАРО НАГОРИЧАНЕ,1171,62.0,32.0,0,0,11,0,0,0,0,0,0,2,18,1,0,0,0,0
2,СТАРО НАГОРИЧАНЕ,1172,20.0,4.0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2,СТАРО НАГОРИЧАНЕ,1173,56.0,14.0,1,0,6,0,0,0,0,0,0,0,6,0,0,0,0,1
2,СТАРО НАГОРИЧАНЕ,1174,27.0,12.0,0,0,3,0,0,0,0,0,0,1,8,0,0,0,0,0
2,СТАРО НАГОРИЧАНЕ,1175,48.0,19.0,0,0,9,0,1,0,0,0,0,0,8,1,0,0,0,0
2,СТАРО НАГОРИЧАНЕ,1176,114.0,61.0,7,0,21,0,0,0,0,0,0,1,32,0,0,0,0,0
2,СТАРО НАГОРИЧАНЕ,1177,30.0,25.0,0,0,11,0,0,0,0,0,0,0,14,0,0,0,0,0
2,СТАРО НАГОРИЧАНЕ,1178,445.0,277.0,11,0,86,0,0,0,0,1,0,2,172,6,3,1,1,0
2,СТАРО НАГОРИЧАНЕ,1179,63.0,31.0,1,0,8,0,1,0,0,0,0,1,19,1,0,0,0,0
2,СТАРО НАГОРИЧАНЕ,1180,153.0,90.0,3,1,23,0,0,0,0,0,1,2,58,1,0,0,1,0
2,СТАРО НАГОРИЧАНЕ,1181,118.0,59.0,4,0,12,0,0,0,0,0,0,0,43,0,0,0,0,0
2,СТАРО НАГОРИЧАНЕ,1182,135.0,69.0,1,0,21,1,0,0,0,0,0,1,41,4,0,0,0,0
2,СТАРО НАГОРИЧАНЕ,1183,222.0,107.0,8,0,9,0,0,0,1,0,0,0,89,0,1,0,0,0
2,СТАРО НАГОРИЧАНЕ,1184,50.0,21.0,1,0,5,0,0,0,0,0,0,0,12,1,0,2,0,0
2,СТАРО НАГОРИЧАНЕ,1185,29.0,14.0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0
2,СТАРО НАГОРИЧАНЕ,1186,98.0,50.0,1,0,34,0,0,0,0,0,0,1,15,1,0,0,0,1
2,СТАРО НАГОРИЧАНЕ,ЗРД-2127,9.0,0.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
2,ЧАИР,2899,920.0,497.0,10,161,66,0,1,2,17,107,1,1,117,15,1,0,1,0
2,ЧАИР,2900,617.0,346.0,11,93,32,2,0,1,3,154,0,2,37,11,0,0,1,1
2,ЧАИР,2900/1,557.0,285.0,10,50,56,1,0,1,2,84,1,2,62,13,0,0,1,2
2,ЧАИР,2901,674.0,308.0,10,59,101,0,0,2,0,37,0,5,82,12,0,1,0,0
2,ЧАИР,2902,652.0,302.0,12,58,65,0,3,0,0,58,0,3,91,10,0,0,1,1
2,ЧАИР,2903,1027.0,536.0,14,145,103,0,2,2,3,142,0,2,106,15,0,0,2,0
2,ЧАИР,2916,556.0,278.0,10,89,26,0,2,0,5,92,1,1,56,1,0,0,1,0
2,ЧАИР,2916/1,521.0,264.0,14,65,49,0,0,1,4,70,2,1,56,4,0,0,0,1
2,ЧАИР,2917,520.0,261.0,2,93,24,1,0,1,5,76,0,1,53,5,0,1,0,1
2,ЧАИР,2917/1,522.0,234.0,7,70,29,2,0,1,3,61,1,3,53,3,1,0,0,1
2,ЧАИР,2922,555.0,282.0,15,81,36,1,0,0,0,88,0,0,60,5,0,0,0,1
2,ЧАИР,2922/1,583.0,267.0,8,74,32,0,0,0,1,87,0,0,63,4,1,0,0,0
2,ЧАИР,2924,1001.0,483.0,14,87,115,2,2,0,4,122,0,3,123,7,1,1,1,1
2,ЧАИР,2925,1003.0,445.0,9,87,86,1,0,0,7,131,1,1,108,10,2,3,0,0
2,ЧАИР,2926,854.0,369.0,17,80,66,1,1,0,1,88,1,1,104,10,1,0,0,1
2,ЧАИР,2927,939.0,481.0,3,92,120,0,1,1,2,126,1,0,120,11,0,0,3,2
2,ЧАИР,2928,1063.0,508.0,15,157,66,0,0,0,1,156,2,2,90,13,2,2,3,0
2,ЧАИР,2934,562.0,321.0,8,86,15,0,2,1,1,185,0,1,22,1,0,0,0,0
2,ЧАИР,2934/1,627.0,324.0,13,112,13,0,0,0,0,146,0,0,40,1,0,0,0,0
2,ЧАИР,2935,597.0,309.0,11,72,16,0,1,2,0,179,0,1,26,3,1,0,0,0
2,ЧАИР,2935/1,501.0,226.0,6,91,12,0,1,0,5,99,0,1,31,1,0,0,0,0
