ie,municipality,precinct,total,voted,invalid,АА / A,ВМРО - ДПМНЕ и други,ГДУ,ГЛАС ЗА МАКЕДОНИЈА,ДЕМОКРАТИ,ДПА,ДУИ,ЕДИНСТВЕНА МАКЕДОНИЈА,ИНТЕГРА,КОАЛИЦИЈА МОЖЕМЕ,ЛЕВИЦА,МОРО,НП НА РОМИТЕ,СДУ,ТВОЈА
1,АЕРОДРОМ,2673,782.0,436.0,13,0,159,0,6,1,0,2,1,8,188,51,0,0,1,7
1,АЕРОДРОМ,2674,977.0,544.0,20,2,204,0,6,1,0,3,1,14,227,54,5,0,4,6
1,АЕРОДРОМ,2675,730.0,367.0,16,4,149,0,4,0,0,0,1,9,127,52,2,0,5,2
1,АЕРОДРОМ,2676,662.0,366.0,6,2,123,4,3,1,0,2,1,8,185,31,0,0,0,0
1,АЕРОДРОМ,2677,635.0,289.0,6,0,112,2,1,1,0,0,5,7,121,26,0,0,0,8
1,АЕРОДРОМ,2678,1143.0,567.0,19,0,195,4,6,0,1,1,0,6,269,65,2,0,2,6
1,АЕРОДРОМ,2679,462.0,238.0,4,0,106,0,1,0,0,0,0,4,99,23,0,0,1,1
1,АЕРОДРОМ,2679/1,490.0,250.0,10,0,109,0,2,0,0,0,0,3,90,31,2,0,1,2
1,АЕРОДРОМ,2680,571.0,299.0,6,0,127,3,0,0,0,1,0,7,118,31,2,0,7,0
1,АЕРОДРОМ,2680/1,500.0,267.0,5,0,132,0,0,0,0,0,2,2,107,19,0,0,1,1
1,АЕРОДРОМ,2681,1095.0,558.0,18,0,252,0,4,0,0,3,5,19,190,58,1,0,5,3
1,АЕРОДРОМ,2682,681.0,339.0,7,3,137,1,3,0,1,2,1,5,129,46,1,0,2,3
1,АЕРОДРОМ,2682/1,542.0,267.0,12,0,104,1,1,0,0,0,1,4,101,43,1,0,1,2
1,АЕРОДРОМ,2683,905.0,483.0,8,0,179,0,2,0,1,0,3,13,193,75,1,0,2,6
1,АЕРОДРОМ,2683/1,671.0,367.0,10,0,132,0,1,0,0,0,0,5,175,42,0,0,2,1
1,АЕРОДРОМ,2684,706.0,366.0,9,0,146,2,3,0,0,2,0,9,131,63,0,0,2,4
1,АЕРОДРОМ,2684/1,799.0,421.0,12,1,180,3,1,0,0,0,3,6,174,32,2,0,6,1
1,АЕРОДРОМ,2685,649.0,328.0,6,0,164,0,2,0,0,0,1,9,100,40,1,0,1,5
1,АЕРОДРОМ,2686,570.0,303.0,5,1,93,1,2,0,0,1,0,6,148,43,1,0,1,1
1,АЕРОДРОМ,2687,543.0,266.0,6,0,78,4,3,0,0,0,0,6,127,38,1,0,1,2
1,АЕРОДРОМ,2688,633.0,317.0,6,0,117,1,4,0,0,0,1,10,136,38,2,0,3,2
1,АЕРОДРОМ,2689,505.0,276.0,5,0,127,0,1,0,0,0,3,4,110,24,0,0,1,1
1,АЕРОДРОМ,2690,771.0,405.0,9,0,143,2,3,0,0,0,0,8,195,40,1,0,2,3
1,АЕРОДРОМ,2691,499.0,271.0,5,0,102,7,1,0,0,0,1,2,136,15,0,0,1,3
1,АЕРОДРОМ,2692,874.0,439.0,12,1,180,1,3,0,0,0,0,6,183,41,1,0,4,6
1,АЕРОДРОМ,2693,634.0,351.0,3,0,131,3,1,1,1,0,0,7,171,30,0,0,0,4
1,АЕРОДРОМ,2694,832.0,471.0,13,1,182,1,5,0,0,0,0,6,193,59,3,0,3,6
1,АЕРОДРОМ,2695,627.0,360.0,8,0,143,1,2,0,0,4,6,12,145,32,0,0,2,4
1,АЕРОДРОМ,2696,667.0,362.0,2,0,141,1,0,0,0,0,0,6,149,47,1,0,9,6
1,АЕРОДРОМ,2697,716.0,382.0,16,0,131,2,1,0,0,5,0,4,181,30,1,0,5,7
1,АЕРОДРОМ,2698,619.0,361.0,13,0,132,2,0,0,0,0,0,13,177,31,1,0,0,1
1,АЕРОДРОМ,2699,575.0,334.0,5,0,112,0,0,0,0,0,0,8,144,55,2,0,1,8
1,АЕРОДРОМ,2700,884.0,478.0,7,0,171,5,1,0,0,1,0,10,224,49,3,0,5,2
1,АЕРОДРОМ,2701,566.0,317.0,8,0,116,5,4,0,0,0,0,4,130,42,1,0,3,3
1,АЕРОДРОМ,2702,840.0,427.0,14,2,150,3,5,3,0,0,1,8,199,36,1,0,5,5
1,АЕРОДРОМ,2703,916.0,419.0,10,0,168,2,1,0,0,2,1,9,178,40,1,0,4,5
1,АЕРОДРОМ,2704,876.0,428.0,9,0,128,2,6,1,0,0,1,8,217,50,1,0,0,5
1,АЕРОДРОМ,2705,660.0,343.0,5,0,103,0,4,1,0,0,1,2,186,38,1,0,1,3
1,АЕРОДРОМ,2706,655.0,290.0,6,0,129,0,2,0,0,0,0,5,120,25,1,0,0,2
1,АЕРОДРОМ,2707,562.0,298.0,6,0,110,1,4,0,0,0,1,5,127,40,0,0,3,1
1,АЕРОДРОМ,2708,997.0,508.0,13,1,174,1,8,1,0,1,2,8,221,68,2,0,3,4
1,АЕРОДРОМ,2709,902.0,415.0,8,0,160,1,6,2,0,1,1,16,152,52,6,0,3,6
1,АЕРОДРОМ,2710,891.0,489.0,8,0,204,2,3,0,0,0,5,13,190,60,1,0,3,1
1,АЕРОДРОМ,2711,1006.0,503.0,8,0,238,1,6,1,0,1,0,19,144,74,1,0,8,4
1,АЕРОДРОМ,2712,966.0,481.0,8,0,213,4,3,1,0,0,1,6,191,45,0,0,7,4
1,АЕРОДРОМ,2713,1030.0,512.0,8,0,188,4,3,1,0,2,3,11,204,76,1,0,7,8
1,АЕРОДРОМ,2714,705.0,394.0,12,2,152,1,1,0,1,0,0,5,167,46,1,0,3,3
1,АЕРОДРОМ,2714/1,894.0,471.0,17,0,192,5,3,1,0,4,2,12,194,40,1,0,3,3
1,АЕРОДРОМ,2715,619.0,345.0,5,0,144,0,1,0,0,2,0,11,134,44,2,0,1,6
1,АЕРОДРОМ,2715/1,629.0,385.0,13,0,170,1,2,1,0,0,0,7,134,55,0,0,2,4
1,АЕРОДРОМ,2716,588.0,351.0,11,0,143,0,2,0,0,0,1,17,124,47,1,0,5,5
1,АЕРОДРОМ,2716/1,591.0,366.0,15,0,153,1,8,0,0,2,1,3,127,49,0,0,7,6
1,АЕРОДРОМ,2717,492.0,226.0,8,0,103,0,5,0,0,0,0,5,75,26,0,0,2,1
1,АЕРОДРОМ,2717/1,513.0,251.0,6,0,114,0,1,0,0,2,0,12,91,22,1,0,1,1
1,АЕРОДРОМ,2718,981.0,530.0,10,2,206,2,3,1,0,0,0,22,216,66,0,0,1,8
1,АЕРОДРОМ,2719,803.0,400.0,8,0,162,1,3,0,0,0,0,12,152,55,3,0,2,4
1,АЕРОДРОМ,2719/1,860.0,414.0,8,0,186,2,1,1,0,0,0,11,163,33,5,0,2,1
1,АЕРОДРОМ,2720,521.0,255.0,7,0,96,0,1,0,0,2,1,5,107,32,0,0,2,2
1,АЕРОДРОМ,2720/1,514.0,270.0,2,0,102,0,6,0,0,0,4,13,103,34,2,0,2,2
1,АЕРОДРОМ,2721,513.0,296.0,9,0,152,3,1,1,1,0,0,5,84,35,1,0,2,2
1,АЕРОДРОМ,2721/1,545.0,305.0,3,0,147,6,5,0,0,0,0,7,98,38,1,0,1,0
1,АЕРОДРОМ,2722,896.0,477.0,12,1,214,2,3,0,0,0,1,11,162,59,3,0,4,5
1,АЕРОДРОМ,2723,910.0,508.0,14,1,256,2,1,0,1,10,3,8,143,53,4,0,8,5
1,АЕРОДРОМ,2724,547.0,328.0,12,0,122,3,2,0,0,0,1,8,148,31,1,0,1,0
1,АЕРОДРОМ,2725,702.0,339.0,8,0,130,2,2,0,1,0,1,11,139,42,0,0,2,1
1,АЕРОДРОМ,2726,539.0,253.0,12,0,79,4,3,0,0,0,0,5,105,44,0,0,0,2
1,АЕРОДРОМ,2727,863.0,487.0,17,0,254,0,3,1,0,0,3,7,146,53,3,0,1,0
1,АЕРОДРОМ,2728,646.0,275.0,6,81,119,0,0,0,0,11,0,4,44,12,2,0,0,0
1,АЕРОДРОМ,2729,135.0,63.0,1,1,38,1,0,0,0,0,1,0,14,5,1,0,0,1
1,АЕРОДРОМ,2730,630.0,328.0,7,0,215,0,0,0,0,0,0,14,62,26,2,0,1,1
1,АЕРОДРОМ,2730/1,509.0,265.0,4,0,183,0,0,1,0,0,1,6,56,14,1,0,0,0
1,АЕРОДРОМ,2731,815.0,413.0,9,1,243,3,3,0,1,0,1,10,86,54,0,0,1,1
1,АЕРОДРОМ,2732,733.0,335.0,9,2,225,0,1,0,0,1,0,5,57,32,2,0,3,0
1,АЕРОДРОМ,2732/1,906.0,416.0,9,0,264,1,0,0,0,0,1,16,83,38,3,0,2,0
1,АЕРОДРОМ,2733,502.0,252.0,7,0,154,0,0,1,1,0,1,12,48,24,1,0,2,1
1,АЕРОДРОМ,2733/1,665.0,376.0,17,6,211,1,3,0,0,11,2,6,81,34,1,0,2,1
1,АЕРОДРОМ,2734,905.0,432.0,5,0,285,1,0,3,1,0,0,7,91,35,4,0,0,0
1,АЕРОДРОМ,2735,799.0,503.0,9,0,327,0,0,0,0,0,1,8,108,46,2,0,0,1
1,АЕРОДРОМ,2736,949.0,549.0,14,19,317,0,1,1,0,17,0,5,111,62,2,0,1,1
1,АЕРОДРОМ,2737,852.0,500.0,9,7,327,3,5,0,1,9,0,6,88,40,1,0,2,2
1,АЕРОДРОМ,2738,804.0,457.0,11,19,253,0,5,0,0,62,2,9,66,27,1,0,4,1
1,АЕРОДРОМ,2752,667.0,335.0,5,0,103,2,2,0,0,0,3,10,160,45,3,0,2,3
1,АЕРОДРОМ,2753,1053.0,590.0,19,2,238,3,9,0,0,0,2,18,244,60,1,0,2,3
1,АЕРОДРОМ,2754,702.0,360.0,12,0,105,2,2,2,0,0,2,10,169,40,0,0,7,11
1,АЕРОДРОМ,2755,652.0,319.0,12,0,126,1,0,0,0,0,1,2,142,28,0,0,3,6
1,АЕРОДРОМ,2756,719.0,379.0,11,1,127,1,1,0,0,0,2,7,187,32,1,0,5,4
1,АЕРОДРОМ,2757,534.0,300.0,7,0,100,2,4,0,0,0,4,3,137,38,3,0,0,2
1,АЕРОДРОМ,2758,562.0,314.0,10,0,94,0,3,1,1,0,1,3,173,26,0,0,1,2
1,АЕРОДРОМ,2759,622.0,319.0,5,1,105,1,8,1,0,0,0,12,144,36,2,0,3,1
1,АЕРОДРОМ,2760,918.0,498.0,16,3,222,2,0,0,1,16,6,7,172,49,0,0,3,4
1,АЕРОДРОМ,2772,620.0,335.0,9,0,226,0,0,0,0,0,0,7,68,24,2,0,3,1
1,АЕРОДРОМ,2772/1,537.0,328.0,12,0,195,1,5,0,0,0,1,6,71,32,2,0,2,0
1,АЕРОДРОМ,2773,990.0,546.0,13,0,341,0,3,0,0,0,0,8,130,45,4,0,2,0
1,АЕРОДРОМ,ЗРД-0094,58.0,0.0,0,0,15,0,0,0,0,0,0,0,20,1,0,0,1,0
1,КАРПОШ,2592,905.0,508.0,14,0,201,2,9,3,0,1,2,19,213,39,1,0,2,7
1,КАРПОШ,2593,668.0,352.0,10,0,143,1,1,0,1,3,0,6,150,30,0,0,6,4
1,КАРПОШ,2593/1,595.0,331.0,9,1,102,1,3,0,0,1,0,11,162,37,1,0,2,3
1,КАРПОШ,2594,960.0,522.0,18,1,207,4,5,1,0,0,1,7,198,64,1,0,5,12
1,КАРПОШ,2595,887.0,491.0,9,0,175,0,14,0,1,0,4,8,215,55,1,0,1,8
1,КАРПОШ,2596,877.0,464.0,13,0,146,1,9,2,0,0,2,10,235,49,0,0,2,4
1,КАРПОШ,2597,472.0,257.0,8,0,72,0,5,0,0,0,0,7,134,18,1,0,6,5
1,КАРПОШ,2597/1,567.0,304.0,12,0,80,0,5,0,0,1,1,0,165,26,2,0,3,8
1,КАРПОШ,2598,931.0,474.0,17,0,144,1,6,0,1,0,0,7,240,55,1,0,5,4
1,КАРПОШ,2599,985.0,540.0,15,0,193,3,4,0,0,4,0,10,249,54,1,0,3,4
1,КАРПОШ,2600,923.0,495.0,13,3,150,3,4,1,0,2,5,7,250,46,1,0,4,9
1,КАРПОШ,2601,577.0,324.0,8,0,78,1,7,0,0,2,0,4,191,29,0,0,1,3
1,КАРПОШ,2601/1,609.0,338.0,13,0,100,1,2,0,0,0,0,9,165,36,0,0,6,8
1,КАРПОШ,2602,800.0,470.0,9,3,143,0,1,1,0,2,0,7,248,33,0,0,3,21
1,КАРПОШ,2603,904.0,509.0,16,1,169,2,3,2,1,0,1,8,246,47,2,0,2,8
1,КАРПОШ,2604,405.0,233.0,12,0,81,4,2,0,0,0,2,4,99,24,1,0,1,5
1,КАРПОШ,2605,719.0,349.0,10,0,96,1,4,0,0,0,3,2,193,31,1,0,2,5
1,КАРПОШ,2606,792.0,462.0,14,1,144,3,5,0,1,5,0,6,235,39,2,0,2,11
1,КАРПОШ,2607,694.0,395.0,11,0,106,3,3,0,0,0,1,8,218,33,1,0,1,14
1,КАРПОШ,2608,554.0,304.0,12,2,108,0,4,0,0,3,1,4,133,23,6,0,2,5
1,КАРПОШ,2609,869.0,440.0,15,0,207,1,1,0,0,0,0,2,173,29,2,0,5,4
1,КАРПОШ,2610,832.0,445.0,18,0,193,0,2,0,0,0,1,14,167,43,1,0,1,4
1,КАРПОШ,2611,889.0,484.0,17,0,187,2,4,0,0,15,1,8,181,62,2,0,3,2
1,КАРПОШ,2612,860.0,455.0,14,4,132,3,3,1,0,4,1,8,241,34,1,0,4,5
1,КАРПОШ,2613,863.0,443.0,9,3,148,2,5,0,0,4,3,17,193,52,2,0,0,10
1,КАРПОШ,2614,613.0,312.0,9,13,94,1,1,0,0,17,0,7,143,25,0,0,1,2
1,КАРПОШ,2614/1,634.0,335.0,8,29,92,0,1,0,2,19,0,4,160,13,0,0,3,5
1,КАРПОШ,2615,885.0,467.0,18,0,150,0,3,0,0,5,1,8,226,39,2,0,8,9
1,КАРПОШ,2616,959.0,464.0,20,8,125,1,2,0,0,13,1,7,250,28,0,0,4,6
1,КАРПОШ,2617,641.0,343.0,5,14,164,0,3,0,1,27,1,5,82,36,1,0,2,2
1,КАРПОШ,2617/1,577.0,273.0,5,0,128,1,1,0,0,3,0,5,105,19,1,0,4,0
1,КАРПОШ,2618,654.0,349.0,14,33,119,0,3,0,1,60,2,3,93,18,0,0,2,1
1,КАРПОШ,2618/1,538.0,267.0,6,25,85,3,0,0,1,35,0,7,78,24,2,0,2,0
1,КАРПОШ,2619,503.0,289.0,7,9,120,3,3,4,0,15,0,4,94,27,1,0,1,1
1,КАРПОШ,2620,966.0,470.0,7,80,54,2,1,1,2,141,1,4,158,17,0,0,1,2
1,КАРПОШ,2621,152.0,84.0,9,12,11,0,1,0,0,26,0,0,24,2,0,0,0,0
1,КАРПОШ,2622,624.0,341.0,8,0,114,3,4,1,0,0,0,2,166,36,0,0,2,7
1,КАРПОШ,2623,773.0,400.0,13,0,134,3,5,0,0,0,1,8,189,42,0,0,3,5
1,КАРПОШ,2624,810.0,445.0,22,0,119,1,13,0,0,0,0,13,217,52,0,0,6,4
1,КАРПОШ,2625,653.0,349.0,16,0,135,2,3,0,0,0,0,8,143,35,1,0,1,5
1,КАРПОШ,2626,623.0,372.0,9,0,122,0,2,0,0,0,0,12,180,40,1,0,4,4
1,КАРПОШ,2626/1,662.0,376.0,5,0,123,1,8,0,0,0,1,7,182,44,1,0,1,5
1,КАРПОШ,2627,629.0,319.0,7,0,114,3,3,1,0,1,2,4,135,38,1,0,1,8
1,КАРПОШ,2628,758.0,384.0,7,0,138,2,2,0,0,2,1,5,192,36,1,0,4,0
1,КАРПОШ,2629,625.0,321.0,12,0,117,2,2,1,0,0,0,10,147,23,4,0,0,3
1,КАРПОШ,2630,492.0,222.0,6,1,70,1,5,1,0,0,1,8,96,29,1,0,0,4
1,КАРПОШ,2631,756.0,380.0,8,1,130,2,5,0,1,3,1,13,160,48,0,0,5,4
1,КАРПОШ,2632,729.0,391.0,7,0,154,0,2,0,1,1,0,2,176,43,0,0,2,4
1,КАРПОШ,2633,728.0,403.0,13,3,138,1,1,0,0,0,0,8,205,28,1,0,4,4
1,КАРПОШ,2634,752.0,363.0,13,1,142,0,1,1,0,0,2,5,151,45,0,0,2,2
1,КАРПОШ,2635,940.0,502.0,13,4,135,6,1,1,0,2,3,4,278,38,2,0,5,10
1,КАРПОШ,2636,937.0,467.0,18,0,164,4,6,1,0,2,3,5,222,44,1,0,6,2
1,КАРПОШ,2637,654.0,357.0,10,0,136,2,0,1,0,1,1,4,168,31,1,0,0,2
1,КАРПОШ,2638,773.0,409.0,11,3,140,6,6,1,2,0,0,7,154,66,2,0,4,9
1,КАРПОШ,2639,815.0,414.0,12,1,160,2,3,0,0,3,1,8,192,28,0,0,1,3
1,КАРПОШ,2640,850.0,451.0,12,1,156,7,3,0,0,2,1,4,211,45,0,0,1,6
1,КАРПОШ,2641,794.0,436.0,16,0,189,1,1,0,0,5,2,8,167,43,0,0,3,10
1,КАРПОШ,2642,708.0,399.0,7,0,163,1,3,0,1,0,1,6,161,44,0,0,3,6
1,КАРПОШ,2643,794.0,440.0,20,1,169,2,4,0,0,1,2,8,192,33,1,0,2,5
1,КАРПОШ,2644,599.0,294.0,6,2,115,2,4,1,0,0,0,6,129,18,0,0,8,4
1,КАРПОШ,2644/1,685.0,392.0,6,0,137,2,3,0,0,0,3,11,190,37,3,0,0,4
1,КАРПОШ,2645,678.0,365.0,13,0,147,2,0,0,0,0,3,9,148,42,2,0,0,1
1,КАРПОШ,2646,668.0,371.0,9,0,117,0,2,0,0,0,0,7,185,45,0,0,3,3
1,КАРПОШ,2647,919.0,514.0,10,5,203,1,4,0,0,0,2,13,218,54,0,0,2,4
1,КАРПОШ,2648,913.0,554.0,21,0,191,1,2,1,0,2,0,10,238,83,0,0,5,1
1,КАРПОШ,2649,558.0,302.0,4,0,121,0,2,0,0,0,0,8,102,54,0,0,5,2
1,КАРПОШ,2649/1,631.0,349.0,11,0,142,0,2,0,0,0,0,5,150,31,4,0,9,2
1,КАРПОШ,2650,774.0,433.0,9,0,190,1,0,0,0,0,0,6,169,49,0,0,2,7
1,КАРПОШ,2651,592.0,330.0,11,2,115,1,3,0,0,0,1,4,162,30,0,0,1,0
1,КАРПОШ,2651/1,594.0,322.0,9,1,115,0,4,0,0,1,2,8,156,23,1,0,1,4
1,КАРПОШ,2652,903.0,476.0,29,3,147,0,4,0,1,28,0,6,238,15,5,0,2,3
1,КАРПОШ,2652/1,833.0,459.0,21,0,155,1,5,2,1,19,1,9,214,27,1,0,4,1
1,КАРПОШ,2653,746.0,495.0,11,0,261,2,2,0,0,0,2,6,151,48,7,0,5,2
1,КАРПОШ,2653/1,848.0,538.0,12,0,265,0,1,2,0,0,2,5,199,58,0,0,0,2
1,КАРПОШ,ЗРД-0043,72.0,0.0,0,1,18,0,2,0,1,1,0,1,29,1,0,0,0,1
1,КИСЕЛА ВОДА,2425,786.0,455.0,10,0,242,3,1,0,0,0,2,8,132,53,1,0,2,1
1,КИСЕЛА ВОДА,2425/1,724.0,427.0,14,0,236,4,2,0,1,0,2,10,104,46,4,0,2,3
1,КИСЕЛА ВОДА,2426,583.0,330.0,12,0,214,0,1,0,0,0,2,8,69,25,3,0,2,0
1,КИСЕЛА ВОДА,2426/1,632.0,380.0,4,0,257,1,0,0,0,0,3,5,94,19,4,0,0,1
1,КИСЕЛА ВОДА,2427,825.0,485.0,17,0,318,5,1,1,1,0,0,2,112,33,3,0,0,0
1,КИСЕЛА ВОДА,2654,580.0,289.0,9,0,133,2,0,1,0,0,1,3,111,28,0,0,1,0
1,КИСЕЛА ВОДА,2655,769.0,392.0,12,0,163,0,1,0,0,0,0,7,157,46,2,0,2,8
1,КИСЕЛА ВОДА,2656,750.0,443.0,15,2,177,10,1,3,0,0,0,13,157,54,4,0,4,4
1,КИСЕЛА ВОДА,2657,495.0,282.0,6,0,109,4,0,1,0,0,0,5,121,31,2,0,3,2
1,КИСЕЛА ВОДА,2658,719.0,388.0,11,0,163,0,4,1,0,0,1,5,160,37,0,0,2,4
1,КИСЕЛА ВОДА,2659,986.0,546.0,22,0,175,2,5,1,0,1,0,12,277,49,1,0,3,4
1,КИСЕЛА ВОДА,2660,859.0,437.0,13,0,153,1,4,0,0,0,3,9,197,51,0,0,6,6
1,КИСЕЛА ВОДА,2661,490.0,286.0,8,0,108,1,2,0,2,0,0,2,137,23,0,0,0,3
1,КИСЕЛА ВОДА,2662,600.0,326.0,15,0,110,8,1,1,0,1,2,11,144,24,1,0,2,6
1,КИСЕЛА ВОДА,2663,518.0,303.0,10,1,129,1,4,0,0,1,0,7,117,26,0,0,0,7
1,КИСЕЛА ВОДА,2664,486.0,278.0,14,0,86,0,1,0,1,2,2,5,123,39,0,0,3,2
1,КИСЕЛА ВОДА,2665,720.0,354.0,12,0,124,0,8,0,0,3,0,3,153,47,2,0,1,4
1,КИСЕЛА ВОДА,2666,597.0,282.0,7,0,103,1,9,0,1,0,1,7,114,32,4,0,3,1
1,КИСЕЛА ВОДА,2667,521.0,273.0,10,0,112,1,6,0,0,1,0,7,113,19,0,0,1,3
1,КИСЕЛА ВОДА,2667/1,539.0,270.0,10,0,101,2,5,0,0,1,0,1,120,29,0,0,3,5
1,КИСЕЛА ВОДА,2668,890.0,490.0,19,1,187,5,2,2,1,2,1,5,205,54,1,0,0,7
1,КИСЕЛА ВОДА,2669,483.0,272.0,8,0,99,1,6,0,0,0,0,2,128,21,3,0,2,2
1,КИСЕЛА ВОДА,2669/1,570.0,286.0,6,0,142,4,2,0,0,1,0,2,92,32,3,0,1,2
1,КИСЕЛА ВОДА,2670,961.0,473.0,11,0,203,1,3,0,0,2,0,7,201,46,1,0,4,4
1,КИСЕЛА ВОДА,2671,526.0,275.0,9,1,120,4,1,0,0,1,2,4,97,36,1,0,0,3
1,КИСЕЛА ВОДА,2671/1,571.0,292.0,5,0,120,0,1,1,0,0,0,11,125,30,1,0,1,1
1,КИСЕЛА ВОДА,2672,343.0,185.0,3,0,77,1,1,0,0,1,0,1,68,30,0,0,1,2
1,КИСЕЛА ВОДА,2739,811.0,440.0,14,0,188,5,1,0,0,2,3,3,173,48,0,0,1,2
1,КИСЕЛА ВОДА,2740,682.0,356.0,8,1,153,0,1,1,0,2,2,10,122,53,2,0,0,3
1,КИСЕЛА ВОДА,2741,755.0,353.0,4,0,165,4,6,1,0,0,2,12,123,36,1,0,4,3
1,КИСЕЛА ВОДА,2742,334.0,168.0,4,1,64,0,0,1,0,0,0,1,85,11,1,0,0,0
1,КИСЕЛА ВОДА,2743,814.0,414.0,7,1,126,2,3,1,1,0,1,8,204,49,0,0,3,10
1,КИСЕЛА ВОДА,2744,697.0,386.0,9,0,138,3,4,1,0,0,2,11,173,43,0,0,0,4
1,КИСЕЛА ВОДА,2745,752.0,424.0,15,0,159,3,1,0,0,0,0,10,159,71,2,0,2,7
1,КИСЕЛА ВОДА,2746,678.0,353.0,13,0,134,3,3,1,0,0,0,5,147,44,2,0,2,0
1,КИСЕЛА ВОДА,2747,565.0,329.0,15,4,135,2,2,0,1,0,0,9,105,50,2,0,1,2
1,КИСЕЛА ВОДА,2748,479.0,277.0,11,0,165,3,3,1,0,0,0,4,68,16,3,0,1,6
1,КИСЕЛА ВОДА,2748/1,561.0,302.0,7,0,136,1,2,0,0,0,3,6,97,37,4,0,6,3
1,КИСЕЛА ВОДА,2749,674.0,313.0,5,0,191,2,2,0,0,0,0,10,83,20,1,0,2,0
1,КИСЕЛА ВОДА,2750,724.0,408.0,11,0,191,2,3,4,5,3,1,34,122,36,0,0,0,0
1,КИСЕЛА ВОДА,2751,663.0,370.0,5,0,196,1,1,0,1,0,2,13,105,44,2,0,4,0
1,КИСЕЛА ВОДА,2751/1,800.0,438.0,11,0,208,0,3,0,0,0,2,13,127,68,5,0,2,2
1,КИСЕЛА ВОДА,2761,656.0,348.0,8,0,134,1,2,0,0,0,0,9,148,44,0,0,0,3
1,КИСЕЛА ВОДА,2762,1077.0,554.0,13,0,261,2,3,1,1,0,2,9,218,58,1,0,6,1
1,КИСЕЛА ВОДА,2762/1,742.0,420.0,12,0,178,1,3,1,0,0,0,11,167,39,0,0,3,5
1,КИСЕЛА ВОДА,2763,743.0,416.0,7,0,169,2,2,0,0,3,1,7,184,34,1,0,3,3
1,КИСЕЛА ВОДА,2764,874.0,453.0,14,0,157,3,4,0,0,0,2,14,200,57,1,0,1,3
1,КИСЕЛА ВОДА,2765,665.0,351.0,9,2,179,0,3,1,0,0,2,9,115,28,2,0,3,4
1,КИСЕЛА ВОДА,2766,599.0,313.0,10,0,137,1,2,0,0,0,2,12,98,49,2,0,1,0
1,КИСЕЛА ВОДА,2767,679.0,386.0,12,0,158,1,2,1,0,0,0,8,159,47,1,0,1,1
1,КИСЕЛА ВОДА,2768,412.0,200.0,6,0,101,1,1,0,0,0,0,9,45,34,1,0,0,2
1,КИСЕЛА ВОДА,2769,488.0,266.0,8,0,105,2,1,3,0,0,2,8,101,37,0,0,0,3
1,КИСЕЛА ВОДА,2770,685.0,334.0,3,0,208,1,0,0,0,0,0,11,86,22,1,0,0,1
1,КИСЕЛА ВОДА,2771,468.0,270.0,8,0,136,1,0,0,0,0,0,15,83,23,8,0,1,0
1,КИСЕЛА ВОДА,2774,849.0,525.0,18,0,326,0,4,0,0,0,0,4,127,38,5,0,1,1
1,КИСЕЛА ВОДА,2775,879.0,469.0,5,0,210,3,5,0,1,17,1,14,166,43,1,0,2,3
1,КИСЕЛА ВОДА,2776,689.0,333.0,9,6,141,2,2,0,7,8,0,7,124,29,1,0,1,1
1,КИСЕЛА ВОДА,2777,135.0,63.0,1,0,32,0,0,1,0,0,0,1,19,8,0,0,1,0
1,КИСЕЛА ВОДА,2778,545.0,275.0,13,0,112,1,2,0,0,1,3,6,105,34,1,0,1,2
1,КИСЕЛА ВОДА,2779,681.0,322.0,11,0,144,6,3,0,0,5,2,13,111,25,3,0,0,0
1,КИСЕЛА ВОДА,2780,807.0,400.0,19,2,189,2,1,0,1,2,1,17,122,35,3,0,6,1
1,КИСЕЛА ВОДА,2781,477.0,229.0,6,0,104,1,2,0,0,8,0,7,82,20,0,0,2,0
1,КИСЕЛА ВОДА,2781/1,524.0,246.0,3,0,113,0,1,1,0,3,0,6,83,37,2,0,0,1
1,КИСЕЛА ВОДА,2782,489.0,245.0,11,0,123,0,0,0,0,1,0,15,80,17,0,0,2,4
1,КИСЕЛА ВОДА,2782/1,509.0,262.0,7,0,126,0,2,0,0,2,0,1,85,33,3,0,1,2
1,КИСЕЛА ВОДА,2783,815.0,438.0,18,0,219,1,3,0,1,0,1,18,135,41,2,0,1,0
1,КИСЕЛА ВОДА,2784,507.0,265.0,9,0,90,0,1,1,0,6,0,8,118,33,1,0,0,0
1,КИСЕЛА ВОДА,2784/1,512.0,261.0,2,0,105,2,1,0,0,3,0,7,115,26,0,0,0,0
1,КИСЕЛА ВОДА,2785,626.0,331.0,5,0,160,1,5,0,0,3,2,13,115,33,0,0,0,0
1,КИСЕЛА ВОДА,2786,414.0,216.0,9,0,111,0,2,0,0,0,0,8,69,16,0,0,0,1
1,КИСЕЛА ВОДА,2787,452.0,239.0,3,0,151,0,1,0,0,1,0,5,48,31,0,0,0,0
1,КИСЕЛА ВОДА,2788,667.0,358.0,7,0,200,1,2,2,1,0,2,11,87,43,0,0,1,1
1,КИСЕЛА ВОДА,2789,812.0,453.0,21,0,271,1,2,1,0,0,4,12,96,41,2,0,1,2
1,КИСЕЛА ВОДА,2789/1,949.0,525.0,14,0,326,0,1,4,0,1,0,7,132,33,5,0,3,0
1,КИСЕЛА ВОДА,2790,532.0,297.0,7,0,182,0,2,2,0,0,0,7,60,34,4,0,0,2
