ie,municip,precinct,total,voted
4,СТРУМИЦА,1757,784,477
4,СТРУМИЦА,1758,702,414
4,СТРУМИЦА,1759,759,426
4,СТРУМИЦА,1760,652,318
4,СТРУМИЦА,1761,586,268
4,СТРУМИЦА,1762,654,395
4,СТРУМИЦА,1763,730,142
4,СТРУМИЦА,1764,260,152
4,СТРУМИЦА,1765,832,485
4,СТРУМИЦА,1766,696,336
4,СТРУМИЦА,1767,322,212
4,СТРУМИЦА,1768,256,97
4,СТРУМИЦА,1769,14,13
4,СТРУМИЦА,1770,782,456
4,СТРУМИЦА,1771,829,444
4,СТРУМИЦА,1772,758,386
4,СТРУМИЦА,1773,590,317
4,СТРУМИЦА,1720/1,921,564
4,СТРУМИЦА,1727/1,542,356
4,СТРУМИЦА,1728/1,568,361
4,СТРУМИЦА,1730/1,680,417
4,СТРУМИЦА,1731/1,736,402
4,СТРУМИЦА,1793,338,105
4,СТРУМИЦА,1827,710,348
4,СТРУМИЦА,1828,646,316
4,СТРУМИЦА,1829,850,456
4,СТРУМИЦА,1830,518,216
4,СТРУМИЦА,1831,572,219
4,СТРУМИЦА,1832,15,5
4,СТРУМИЦА,1833,29,8
4,СТРУМИЦА,1834,63,33
4,СТРУМИЦА,1835,90,51
4,СТРУМИЦА,1836,265,150
4,СТРУМИЦА,1837,887,575
4,СТРУМИЦА,1838,905,571
4,СТРУМИЦА,1839,433,248
4,СТРУМИЦА,1840,880,576
4,СТРУМИЦА,1841,833,547
4,СТРУМИЦА,ЗРД-2143,81,0
5,БИТОЛА,0026,900,450
5,БИТОЛА,0027,529,289
5,БИТОЛА,0028,472,269
5,БИТОЛА,0029,476,269
5,БИТОЛА,0030,342,189
5,БИТОЛА,0031,543,331
5,БИТОЛА,0032,773,430
5,БИТОЛА,0033,498,276
5,БИТОЛА,0034,508,288
5,БИТОЛА,0035,689,413
5,БИТОЛА,0036,334,188
5,БИТОЛА,0037,723,385
5,БИТОЛА,0038,506,318
5,БИТОЛА,0039,637,394
5,БИТОЛА,0040,626,360
5,БИТОЛА,0041,749,455
5,БИТОЛА,0042,764,454
5,БИТОЛА,0043,615,361
5,БИТОЛА,0044,253,147
5,БИТОЛА,0045,579,334
5,БИТОЛА,0046,738,428
5,БИТОЛА,0047,914,567
5,БИТОЛА,0048,736,426
5,БИТОЛА,0049,633,362
5,БИТОЛА,0050,720,416
5,БИТОЛА,0051,409,249
5,БИТОЛА,0052,439,237
5,БИТОЛА,0053,400,235
5,БИТОЛА,0054,299,174
5,БИТОЛА,0055,380,233
5,БИТОЛА,0056,347,208
5,БИТОЛА,0057,556,318
5,БИТОЛА,0058,698,416
5,БИТОЛА,0059,340,216
5,БИТОЛА,0060,669,399
5,БИТОЛА,0061,628,307
5,БИТОЛА,0062,756,411
5,БИТОЛА,0063,956,583
5,БИТОЛА,0064,438,214
5,БИТОЛА,0065,969,547
5,БИТОЛА,0066,607,376
5,БИТОЛА,0067,643,349
5,БИТОЛА,0068,575,253
5,БИТОЛА,0069,754,430
5,БИТОЛА,0070,801,448
5,БИТОЛА,0071,513,296
5,БИТОЛА,0072,495,327
5,БИТОЛА,0073,1007,583
5,БИТОЛА,0074,468,269
5,БИТОЛА,0075,724,403
5,БИТОЛА,0076,595,352
5,БИТОЛА,0077,719,417
5,БИТОЛА,0078,436,268
5,БИТОЛА,0079,686,446
5,БИТОЛА,0080,350,215
5,БИТОЛА,0081,428,226
5,БИТОЛА,0082,547,341
5,БИТОЛА,0083,697,380
5,БИТОЛА,0084,592,356
5,БИТОЛА,0085,539,313
5,БИТОЛА,0086,564,327
5,БИТОЛА,0087,672,341
5,БИТОЛА,0088,554,309
5,БИТОЛА,0089,716,404
5,БИТОЛА,0090,807,406
5,БИТОЛА,0091,559,336
5,БИТОЛА,0092,919,510
5,БИТОЛА,0093,569,239
5,БИТОЛА,0094,502,311
5,БИТОЛА,0095,663,362
5,БИТОЛА,0096,448,258
5,БИТОЛА,0097,726,424
5,БИТОЛА,0098,393,218
5,БИТОЛА,0099,664,369
5,БИТОЛА,0100,508,329
5,БИТОЛА,0101,767,435
5,БИТОЛА,0102,721,440
5,БИТОЛА,0103,566,300
5,БИТОЛА,0104,744,407
5,БИТОЛА,0105,592,334
5,БИТОЛА,0106,523,295
5,БИТОЛА,0107,672,418
5,БИТОЛА,0108,567,346
5,БИТОЛА,0109,491,259
5,БИТОЛА,0110,798,471
5,БИТОЛА,0111,835,494
5,БИТОЛА,0112,919,460
5,БИТОЛА,0113,880,505
5,БИТОЛА,0114,530,308
5,БИТОЛА,0115,458,264
5,БИТОЛА,0116,612,400
5,БИТОЛА,0117,544,319
5,БИТОЛА,0118,776,459
5,БИТОЛА,0119,581,323
5,БИТОЛА,0120,531,281
5,БИТОЛА,0121,491,307
5,БИТОЛА,0122,524,313
5,БИТОЛА,0123,714,418
5,БИТОЛА,0124,814,468
5,БИТОЛА,0125,589,328
5,БИТОЛА,0126,271,172
5,БИТОЛА,0127,207,112
5,БИТОЛА,0128,26,9
5,БИТОЛА,0129,256,130
5,БИТОЛА,0130,159,90
5,БИТОЛА,0131,329,181
5,БИТОЛА,0132,146,73
5,БИТОЛА,0133,494,292
5,БИТОЛА,0134,87,53
5,БИТОЛА,0135,258,160
5,БИТОЛА,0136,200,120
5,БИТОЛА,0137,543,329
5,БИТОЛА,0138,71,27
5,БИТОЛА,0139,95,64
5,БИТОЛА,0140,154,96
5,БИТОЛА,0141,239,149
5,БИТОЛА,0142,119,54
5,БИТОЛА,0143,170,81
5,БИТОЛА,0144,24,0
5,БИТОЛА,0145,143,59
5,БИТОЛА,0146,275,126
5,БИТОЛА,0147,303,93
5,БИТОЛА,0148,151,78
5,БИТОЛА,0149,769,491
5,БИТОЛА,0150,516,333
5,БИТОЛА,0151,125,82
5,БИТОЛА,0152,251,114
5,БИТОЛА,0153,152,95
5,БИТОЛА,0154,151,67
5,БИТОЛА,0155,90,46
5,БИТОЛА,0156,217,134
5,БИТОЛА,0157,9,4
5,БИТОЛА,0038/1,465,318
5,БИТОЛА,0039/1,569,371
5,БИТОЛА,0040/1,561,341
5,БИТОЛА,0066/1,571,361
5,БИТОЛА,0076/1,628,359
5,БИТОЛА,0089/1,613,295
5,БИТОЛА,0093/1,577,273
5,БИТОЛА,0094/1,506,292
5,БИТОЛА,0102/1,656,361
5,БИТОЛА,0106/1,459,271
5,БИТОЛА,0119/1,621,366
5,БИТОЛА,0120/1,435,209
5,БИТОЛА,0121/1,503,283
5,БИТОЛА,0122/1,569,325
5,БИТОЛА,0123/1,634,355
5,БИТОЛА,0124/1,751,413
5,БИТОЛА,0125/1,544,258
5,БИТОЛА,0150/1,498,345
5,БИТОЛА,0205,73,23
5,БИТОЛА,0206,66,22
5,БИТОЛА,0207,225,137
5,БИТОЛА,0208,79,43
5,БИТОЛА,0209,26,14
5,БИТОЛА,0210,103,64
5,БИТОЛА,0211,58,26
5,БИТОЛА,0212,379,222
5,БИТОЛА,0213,99,51
5,БИТОЛА,ЗРД-1066,118,0
5,ВЕВЧАНИ,1921,674,456
5,ВЕВЧАНИ,1922,927,625
5,ВЕВЧАНИ,1923,460,326
5,ВЕВЧАНИ,ЗРД-1171,1,0
5,ДЕБАР,0477,934,310
5,ДЕБАР,0477/1,867,257
5,ДЕБАР,0534,969,313
5,ДЕБАР,0535,549,195
5,ДЕБАР,0536,739,356
5,ДЕБАР,0537,650,228
5,ДЕБАР,0538,822,345
5,ДЕБАР,0539,998,434
5,ДЕБАР,0540,573,248
5,ДЕБАР,0541,818,315
5,ДЕБАР,0542,948,425
5,ДЕБАР,0543,770,450
5,ДЕБАР,0544,826,444
5,ДЕБАР,0545,1019,462
5,ДЕБАР,0546,826,357
5,ДЕБАР,0547,514,149
5,ДЕБАР,0548,776,260
5,ДЕБАР,0544/1,768,389
5,ДЕБАР,0547/1,662,255
5,ДЕБАР,0549,582,193
5,ДЕБАР,0550,301,122
5,ДЕБАР,0551,77,21
5,ДЕБАР,0552,162,44
5,ДЕБАР,0553,1050,315
5,ДЕБАР,0554,105,37
5,ДЕБАР,0555,743,282
5,ДЕБАР,0556,716,356
5,ДЕБАР,ЗРД-1309,9,0
5,ДЕБРЦА,1314,322,206
5,ДЕБРЦА,1315,67,35
5,ДЕБРЦА,1316,167,128
5,ДЕБРЦА,1317,77,70
5,ДЕБРЦА,1318,14,8
5,ДЕБРЦА,1319,192,131
5,ДЕБРЦА,1320,290,182
5,ДЕБРЦА,1321,23,12
5,ДЕБРЦА,1322,391,274
5,ДЕБРЦА,1323,65,38
5,ДЕБРЦА,1324,122,65
5,ДЕБРЦА,1325,80,50
5,ДЕБРЦА,1326,30,17
5,ДЕБРЦА,1327,11,7
5,ДЕБРЦА,1328,3,1
5,ДЕБРЦА,1329,12,7
5,ДЕБРЦА,1330,2,0
5,ДЕБРЦА,1331,8,0
5,ДЕБРЦА,1332,29,14
5,ДЕБРЦА,1333,30,19
5,ДЕБРЦА,1334,57,37
5,ДЕБРЦА,1343,443,268
5,ДЕБРЦА,1344,306,144
5,ДЕБРЦА,1345,494,240
5,ДЕБРЦА,1346,486,290
5,ДЕБРЦА,1347,373,243
5,ДЕБРЦА,1348,39,19
5,ДЕБРЦА,1349,289,143
5,ДЕБРЦА,ЗРД-1031,5,0
5,КРИВОГАШТАНИ,1212,84,57
5,КРИВОГАШТАНИ,ЗРД-1635/1,0,0
5,ДЕМИР ХИСАР,0619,49,32
5,ДЕМИР ХИСАР,0620,204,148
5,ДЕМИР ХИСАР,0621,182,133
5,ДЕМИР ХИСАР,0622,86,66
5,ДЕМИР ХИСАР,0623,523,341
5,ДЕМИР ХИСАР,0624,902,619
5,ДЕМИР ХИСАР,0625,248,165
5,ДЕМИР ХИСАР,0626,183,126
5,ДЕМИР ХИСАР,0627,119,69
5,ДЕМИР ХИСАР,0628,274,228
5,ДЕМИР ХИСАР,0629,22,10
5,ДЕМИР ХИСАР,0630,270,164
5,ДЕМИР ХИСАР,0631,173,112
5,ДЕМИР ХИСАР,0632,11,2
5,ДЕМИР ХИСАР,0633,272,210
5,ДЕМИР ХИСАР,0634,48,31
5,ДЕМИР ХИСАР,0635,577,405
5,ДЕМИР ХИСАР,0636,257,172
5,ДЕМИР ХИСАР,0637,197,125
5,ДЕМИР ХИСАР,0638,306,219
5,ДЕМИР ХИСАР,0639,12,5
5,ДЕМИР ХИСАР,0640,6,2
5,ДЕМИР ХИСАР,0641,20,13
5,ДЕМИР ХИСАР,0642,37,21
5,ДЕМИР ХИСАР,0643,7,0
5,ДЕМИР ХИСАР,0644,46,28
5,ДЕМИР ХИСАР,0645,118,78
5,ДЕМИР ХИСАР,0646,49,26
5,ДЕМИР ХИСАР,0647,69,52
5,ДЕМИР ХИСАР,0648,258,201
5,ДЕМИР ХИСАР,0649,25,7
5,ДЕМИР ХИСАР,0650,13,12
5,ДЕМИР ХИСАР,0651,61,39
5,ДЕМИР ХИСАР,0652,71,39
5,ДЕМИР ХИСАР,0653,8,1
5,ДЕМИР ХИСАР,0654,156,97
5,ДЕМИР ХИСАР,0655,668,465
5,ДЕМИР ХИСАР,0656,3,0
5,ДЕМИР ХИСАР,0657,10,0
5,ДЕМИР ХИСАР,0658,7,2
5,ДЕМИР ХИСАР,0623/1,494,355
5,ДЕМИР ХИСАР,ЗРД-1341,4,0
5,ДОЛНЕНИ,1209,958,426
5,ДОЛНЕНИ,1210,936,357
5,ДОЛНЕНИ,1211,213,62
5,ДОЛНЕНИ,1458,105,64
5,ДОЛНЕНИ,1459,904,480
5,ДОЛНЕНИ,1460,171,13
5,ДОЛНЕНИ,1461,34,21
5,ДОЛНЕНИ,1462,90,53
5,ДОЛНЕНИ,1463,7,4
5,ДОЛНЕНИ,1464,67,31
5,ДОЛНЕНИ,1465,135,68
5,ДОЛНЕНИ,1466,86,56
5,ДОЛНЕНИ,1467,195,133
5,ДОЛНЕНИ,1468,22,16
5,ДОЛНЕНИ,1469,37,1
5,ДОЛНЕНИ,1470,660,378
5,ДОЛНЕНИ,1471,1064,627
5,ДОЛНЕНИ,1472,772,379
5,ДОЛНЕНИ,1473,923,452
5,ДОЛНЕНИ,1474,64,36
5,ДОЛНЕНИ,1475,838,529
5,ДОЛНЕНИ,1476,735,450
5,ДОЛНЕНИ,1477,95,69
5,ДОЛНЕНИ,1478,27,11
5,ДОЛНЕНИ,1479,5,0
5,ДОЛНЕНИ,1480,18,3
5,ДОЛНЕНИ,1481,12,3
5,ДОЛНЕНИ,1482,23,10
5,ДОЛНЕНИ,1483,37,10
5,ДОЛНЕНИ,1484,400,258
5,ДОЛНЕНИ,1485,53,17
5,ДОЛНЕНИ,1486,30,15
5,ДОЛНЕНИ,1487,210,94
5,ДОЛНЕНИ,1488,436,234
5,ДОЛНЕНИ,1489,275,165
5,ДОЛНЕНИ,1490,137,84
5,ДОЛНЕНИ,1491,18,14
5,ДОЛНЕНИ,1492,73,52
5,ДОЛНЕНИ,1493,209,147
5,ДОЛНЕНИ,1470/1,612,358
5,ДОЛНЕНИ,ЗРД-1376,7,0
5,КИЧЕВО,0723,637,237
5,КИЧЕВО,0724,589,217
5,КИЧЕВО,0725,678,277
5,КИЧЕВО,0726,795,295
5,КИЧЕВО,0727,688,410
5,КИЧЕВО,0728,738,285
5,КИЧЕВО,0729,815,394
5,КИЧЕВО,0730,670,445
5,КИЧЕВО,0731,672,386
5,КИЧЕВО,0732,652,365
5,КИЧЕВО,0733,571,225
5,КИЧЕВО,0734,874,402
5,КИЧЕВО,0735,783,353
5,КИЧЕВО,0736,628,241
5,КИЧЕВО,0737,634,277
5,КИЧЕВО,0738,567,333
5,КИЧЕВО,0739,544,374
5,КИЧЕВО,0740,1024,678
5,КИЧЕВО,0741,791,315
5,КИЧЕВО,0742,691,201
5,КИЧЕВО,0743,650,348
5,КИЧЕВО,0744,946,590
5,КИЧЕВО,0745,448,276
5,КИЧЕВО,0746,767,647
5,КИЧЕВО,0747,732,403
5,КИЧЕВО,0748,733,352
5,КИЧЕВО,0749,611,246
5,КИЧЕВО,0750,796,503
5,КИЧЕВО,0751,598,328
5,КИЧЕВО,0752,474,281
5,КИЧЕВО,0753,83,48
5,КИЧЕВО,0754,356,159
5,КИЧЕВО,0755,175,107
5,КИЧЕВО,0756,13,8
5,КИЧЕВО,0757,748,247
5,КИЧЕВО,0726/1,484,150
5,КИЧЕВО,0733/1,561,235
5,КИЧЕВО,0736/1,613,279
5,КИЧЕВО,0737/1,674,290
5,КИЧЕВО,0738/1,445,257
5,КИЧЕВО,0739/1,452,294
5,КИЧЕВО,0745/1,538,349
5,КИЧЕВО,0751/1,630,350
5,КИЧЕВО,0752/1,551,320
5,КИЧЕВО,0758,43,13
5,КИЧЕВО,0759,107,71
5,КИЧЕВО,0760,12,7
5,КИЧЕВО,0761,8,1
5,КИЧЕВО,0762,39,22
5,КИЧЕВО,0763,33,23
5,КИЧЕВО,0764,629,439
5,КИЧЕВО,0765,695,444
5,КИЧЕВО,0766,1,1
5,КИЧЕВО,0767,11,6
5,КИЧЕВО,0768,41,19
5,КИЧЕВО,0769,19,9
5,КИЧЕВО,0770,7,1
5,КИЧЕВО,0771,32,21
5,КИЧЕВО,0772,11,2
5,КИЧЕВО,0773,8,3
5,КИЧЕВО,0774,78,51
5,КИЧЕВО,0775,53,32
5,КИЧЕВО,0776,15,6
5,КИЧЕВО,0777,93,69
5,КИЧЕВО,0778,11,3
5,КИЧЕВО,0779,35,17
5,КИЧЕВО,0780,436,251
5,КИЧЕВО,0781,56,31
5,КИЧЕВО,0802,20,5
5,КИЧЕВО,0803,108,71
5,КИЧЕВО,0804,355,188
5,КИЧЕВО,0805,6,2
5,КИЧЕВО,0806,40,17
5,КИЧЕВО,0807,9,3
5,КИЧЕВО,0808,24,12
5,КИЧЕВО,0809,35,17
5,КИЧЕВО,0810,18,14
5,КИЧЕВО,0811,12,6
5,КИЧЕВО,0812,146,116
5,КИЧЕВО,0813,388,110
5,КИЧЕВО,ЗРД-1520,32,0
5,КРУШЕВО,1187,549,428
5,КРУШЕВО,1188,743,600
5,КРУШЕВО,1189,491,372
5,КРУШЕВО,1190,360,304
5,КРУШЕВО,1191,626,503
5,КРУШЕВО,1192,865,669
5,КРУШЕВО,1193,19,11
5,КРУШЕВО,1194,496,373
5,КРУШЕВО,1195,392,266
5,КРУШЕВО,1196,208,147
5,КРУШЕВО,1197,421,225
5,КРУШЕВО,1198,585,444
5,КРУШЕВО,1199,297,229
5,КРУШЕВО,1200,41,24
5,КРУШЕВО,1201,375,258
5,КРУШЕВО,1202,279,104
5,КРУШЕВО,1203,508,215
5,КРУШЕВО,1204,64,38
5,КРУШЕВО,1205,15,11
5,КРУШЕВО,1206,17,12
5,КРУШЕВО,1207,5,0
5,КРУШЕВО,1208,95,44
5,КРУШЕВО,1187/1,470,353
5,КРУШЕВО,ЗРД-1643,5,0
5,МАВРОВО И РОСТУШЕ,0463,5,1
5,МАВРОВО И РОСТУШЕ,0464,647,151
5,МАВРОВО И РОСТУШЕ,0465,594,139
5,МАВРОВО И РОСТУШЕ,0466,363,145
5,МАВРОВО И РОСТУШЕ,0467,127,50
5,МАВРОВО И РОСТУШЕ,0468,255,61
5,МАВРОВО И РОСТУШЕ,0469,869,418
5,МАВРОВО И РОСТУШЕ,0470,506,124
5,МАВРОВО И РОСТУШЕ,0471,862,289
5,МАВРОВО И РОСТУШЕ,0472,54,29
5,МАВРОВО И РОСТУШЕ,0473,654,140
5,МАВРОВО И РОСТУШЕ,0474,447,94
5,МАВРОВО И РОСТУШЕ,0475,168,47
5,МАВРОВО И РОСТУШЕ,0476,575,117
5,МАВРОВО И РОСТУШЕ,0464/1,562,158
5,МАВРОВО И РОСТУШЕ,0465/1,528,154
5,МАВРОВО И РОСТУШЕ,0470/1,729,180
5,МАВРОВО И РОСТУШЕ,0473/1,512,101
5,МАВРОВО И РОСТУШЕ,0474/1,640,88
5,МАВРОВО И РОСТУШЕ,0478,64,24
5,МАВРОВО И РОСТУШЕ,0479,20,10
5,МАВРОВО И РОСТУШЕ,0481,88,38
5,МАВРОВО И РОСТУШЕ,0482,8,1
5,МАВРОВО И РОСТУШЕ,0483,36,2
5,МАВРОВО И РОСТУШЕ,0484,6,2
5,МАВРОВО И РОСТУШЕ,0485,8,2
5,МАВРОВО И РОСТУШЕ,0486,48,2
5,МАВРОВО И РОСТУШЕ,0487,4,3
5,МАВРОВО И РОСТУШЕ,0488,55,22
5,МАВРОВО И РОСТУШЕ,0489,5,3
5,МАВРОВО И РОСТУШЕ,0490,157,122
5,МАВРОВО И РОСТУШЕ,0491,35,23
5,МАВРОВО И РОСТУШЕ,0492,32,27
5,МАВРОВО И РОСТУШЕ,0493,112,93
5,МАВРОВО И РОСТУШЕ,0494,111,75
5,МАВРОВО И РОСТУШЕ,0495,26,16
5,МАВРОВО И РОСТУШЕ,0496,23,11
5,МАВРОВО И РОСТУШЕ,0497,23,13
5,МАВРОВО И РОСТУШЕ,0498,37,18
5,МАВРОВО И РОСТУШЕ,ЗРД-1724,1,0
5,ОХРИД,1249,592,334
5,ОХРИД,1250,596,377
5,ОХРИД,1251,780,455
5,ОХРИД,1252,840,475
5,ОХРИД,1253,732,400
5,ОХРИД,1254,622,328
5,ОХРИД,1255,523,256
5,ОХРИД,1256,474,258
5,ОХРИД,1257,973,484
5,ОХРИД,1258,499,276
5,ОХРИД,1259,521,257
5,ОХРИД,1260,646,360
5,ОХРИД,1261,738,346
5,ОХРИД,1262,659,355
5,ОХРИД,1263,503,245
5,ОХРИД,1264,517,245
5,ОХРИД,1265,945,460
5,ОХРИД,1266,533,277
5,ОХРИД,1267,914,465
5,ОХРИД,1268,549,298
5,ОХРИД,1269,921,481
5,ОХРИД,1270,795,469
5,ОХРИД,1271,1374,775
5,ОХРИД,1272,772,419
5,ОХРИД,1273,872,475
5,ОХРИД,1274,491,293
5,ОХРИД,1275,782,422
5,ОХРИД,1276,884,493
5,ОХРИД,1277,754,446
5,ОХРИД,1278,551,331
5,ОХРИД,1279,937,547
5,ОХРИД,1280,908,562
5,ОХРИД,1281,613,360
5,ОХРИД,1282,613,302
5,ОХРИД,1283,640,357
5,ОХРИД,1284,849,438
5,ОХРИД,1285,356,200
5,ОХРИД,1286,882,459
5,ОХРИД,1287,945,489
5,ОХРИД,1288,1034,561
5,ОХРИД,1289,733,417
5,ОХРИД,1290,688,462
5,ОХРИД,1291,151,99
5,ОХРИД,1292,276,196
5,ОХРИД,1293,591,388
5,ОХРИД,1294,645,318
5,ОХРИД,1295,877,503
5,ОХРИД,1296,151,77
5,ОХРИД,1297,99,52
5,ОХРИД,1298,548,351
5,ОХРИД,1299,804,451
5,ОХРИД,1300,540,305
5,ОХРИД,1301,504,367
5,ОХРИД,1302,92,54
5,ОХРИД,1303,18,11
5,ОХРИД,1304,430,279
5,ОХРИД,1305,979,626
5,ОХРИД,1306,685,399
5,ОХРИД,1307,973,540
5,ОХРИД,1308,569,295
5,ОХРИД,1309,527,243
5,ОХРИД,1310,696,336
5,ОХРИД,1311,818,387
5,ОХРИД,1312,414,209
5,ОХРИД,1313,293,166
5,ОХРИД,1253/1,673,360
5,ОХРИД,1254/1,647,330
5,ОХРИД,1255/1,503,246
5,ОХРИД,1258/1,555,269
5,ОХРИД,1259/1,558,288
5,ОХРИД,1263/1,582,336
5,ОХРИД,1264/1,611,320
5,ОХРИД,1268/1,618,348
5,ОХРИД,1278/1,553,318
5,ОХРИД,1281/1,517,303
5,ОХРИД,1282/1,449,243
5,ОХРИД,1283/1,578,323
5,ОХРИД,1298/1,524,331
5,ОХРИД,1308/1,454,220
5,ОХРИД,1309/1,582,240
5,ОХРИД,1310/1,617,285
5,ОХРИД,1335,5,0
5,ОХРИД,1336,526,281
5,ОХРИД,1337,81,38
5,ОХРИД,1338,146,73
5,ОХРИД,1339,63,29
5,ОХРИД,1340,12,5
5,ОХРИД,1341,328,184
5,ОХРИД,1342,98,51
5,ОХРИД,ЗРД-1899,37,0
5,ПЛАСНИЦА,0275,10,3
5,ПЛАСНИЦА,0276,578,179
5,ПЛАСНИЦА,0277,702,324
5,ПЛАСНИЦА,0278,606,320
5,ПЛАСНИЦА,0279,692,141
5,ПЛАСНИЦА,0276/1,553,128
5,ПЛАСНИЦА,0277/1,542,259
5,ПЛАСНИЦА,0278/1,669,226
5,ПЛАСНИЦА,0279/1,693,143
5,ПЛАСНИЦА,ЗРД-1937,6,0
5,РЕСЕН,1631/1,454,273
5,РЕСЕН,1624,198,109
5,РЕСЕН,1625,68,25
5,РЕСЕН,1626,363,125
5,РЕСЕН,1627,186,119
5,РЕСЕН,1628,74,40
5,РЕСЕН,1629,80,63
5,РЕСЕН,1630,135,84
5,РЕСЕН,1631,545,356
5,РЕСЕН,1632,246,40
5,РЕСЕН,1633,29,7
5,РЕСЕН,1634,52,34
5,РЕСЕН,1635,202,110
5,РЕСЕН,1636,71,46
5,РЕСЕН,1637,662,339
5,РЕСЕН,1638,609,319
5,РЕСЕН,1639,828,453
5,РЕСЕН,1640,668,367
5,РЕСЕН,1641,781,443
5,РЕСЕН,1642,553,251
5,РЕСЕН,1643,567,307
5,РЕСЕН,1644,777,360
5,РЕСЕН,1645,500,279
5,РЕСЕН,1646,451,229
5,РЕСЕН,1647,726,387
5,РЕСЕН,1648,216,60
5,РЕСЕН,1649,166,44
5,РЕСЕН,1650,187,98
5,РЕСЕН,1651,352,138
5,РЕСЕН,1652,810,288
5,РЕСЕН,1653,182,91
5,РЕСЕН,1654,142,65
5,РЕСЕН,1655,148,74
5,РЕСЕН,1656,158,99
5,РЕСЕН,1657,56,24
5,РЕСЕН,1658,95,71
5,РЕСЕН,1659,698,200
5,РЕСЕН,1660,309,139
5,РЕСЕН,1661,596,162
5,РЕСЕН,1662,151,86
5,РЕСЕН,1663,362,183
5,РЕСЕН,1664,182,79
5,РЕСЕН,1665,170,77
5,РЕСЕН,1666,105,46
5,РЕСЕН,1667,19,5
5,РЕСЕН,1668,70,36
5,РЕСЕН,1669,64,47
5,РЕСЕН,1670,418,197
5,РЕСЕН,1638/1,600,336
5,РЕСЕН,1640/1,499,269
5,РЕСЕН,ЗРД-1996,4,0
5,СТРУГА,1909/1,658,183
5,СТРУГА,1910/1,547,253
5,СТРУГА,1916/1,635,195
5,СТРУГА,1917/1,471,163
5,СТРУГА,1918/1,524,176
5,СТРУГА,1844,771,450
5,СТРУГА,1845,932,555
5,СТРУГА,1846,650,343
5,СТРУГА,1847,842,455
5,СТРУГА,1848,574,350
5,СТРУГА,1849,732,463
5,СТРУГА,1850,413,147
5,СТРУГА,1851,427,258
5,СТРУГА,1852,1064,465
5,СТРУГА,1853,495,256
5,СТРУГА,1854,879,471
5,СТРУГА,1855,934,574
5,СТРУГА,1856,888,468
5,СТРУГА,1857,672,308
5,СТРУГА,1858,522,253
5,СТРУГА,1859,543,231
5,СТРУГА,1860,746,340
5,СТРУГА,1861,1017,502
5,СТРУГА,1862,271,141
5,СТРУГА,1863,631,291
5,СТРУГА,1864,985,502
5,СТРУГА,1865,672,444
5,СТРУГА,1866,821,506
5,СТРУГА,1867,630,408
5,СТРУГА,1868,477,165
5,СТРУГА,1869,786,510
5,СТРУГА,1870,523,286
5,СТРУГА,1871,985,349
5,СТРУГА,1872,569,198
5,СТРУГА,1873,538,149
5,СТРУГА,1874,110,76
5,СТРУГА,1875,589,197
5,СТРУГА,1876,502,169
5,СТРУГА,1877,907,360
5,СТРУГА,1878,695,476
5,СТРУГА,1879,885,368
5,СТРУГА,1880,782,314
5,СТРУГА,1881,883,292
5,СТРУГА,1882,809,185
5,СТРУГА,1883,537,124
5,СТРУГА,1884,585,140
5,СТРУГА,1885,11,7
5,СТРУГА,1886,19,4
5,СТРУГА,1887,325,184
5,СТРУГА,1888,173,72
5,СТРУГА,1889,49,25
5,СТРУГА,1890,567,210
5,СТРУГА,1891,189,82
5,СТРУГА,1892,16,7
5,СТРУГА,1893,40,27
5,СТРУГА,1894,162,55
5,СТРУГА,1895,487,170
5,СТРУГА,1896,698,252
5,СТРУГА,1897,763,317
5,СТРУГА,1898,805,362
5,СТРУГА,1899,633,303
5,СТРУГА,1900,612,230
5,СТРУГА,1901,257,109
5,СТРУГА,1902,140,87
5,СТРУГА,1903,361,104
5,СТРУГА,1904,894,166
5,СТРУГА,1905,885,334
5,СТРУГА,1906,643,211
5,СТРУГА,1907,882,325
5,СТРУГА,1908,937,341
5,СТРУГА,1909,583,233
5,СТРУГА,1910,627,304
5,СТРУГА,1911,941,393
5,СТРУГА,1912,146,82
5,СТРУГА,1913,1029,343
5,СТРУГА,1914,887,330
5,СТРУГА,1915,1019,364
5,СТРУГА,1916,450,149
5,СТРУГА,1917,856,315
5,СТРУГА,1918,529,172
5,СТРУГА,1919,440,154
5,СТРУГА,1920,570,215
5,СТРУГА,1846/1,474,233
5,СТРУГА,1848/1,429,264
5,СТРУГА,1853/1,587,283
5,СТРУГА,1858/1,496,270
5,СТРУГА,1859/1,663,328
5,СТРУГА,1863/1,701,384
5,СТРУГА,1872/1,605,224
5,СТРУГА,1873/1,651,265
5,СТРУГА,1875/1,587,213
5,СТРУГА,1876/1,756,272
5,СТРУГА,1883/1,526,112
5,СТРУГА,1884/1,614,170
5,СТРУГА,1895/1,717,269
5,СТРУГА,1896/1,623,277
5,СТРУГА,1899/1,645,307
5,СТРУГА,1905/1,575,222
5,СТРУГА,1906/1,605,161
5,СТРУГА,1907/1,384,153
5,СТРУГА,2976,439,162
5,СТРУГА,ЗРД-2135,40,0
5,ЦЕНТАР ЖУПА,0557,208,29
5,ЦЕНТАР ЖУПА,0558,817,162
5,ЦЕНТАР ЖУПА,0559,300,75
5,ЦЕНТАР ЖУПА,0560,472,68
5,ЦЕНТАР ЖУПА,0561,337,98
