ie,municip,precinct,total,voted
3,СТАРО НАГОРИЧАНЕ,1152,79,42
3,СТАРО НАГОРИЧАНЕ,1153,46,14
3,СТАРО НАГОРИЧАНЕ,1154,62,39
3,СТАРО НАГОРИЧАНЕ,1155,31,14
3,СТАРО НАГОРИЧАНЕ,ЗРД-2127/1,2,0
3,ЧАШКА,2204,530,276
3,ЧАШКА,2205,867,540
3,ЧАШКА,2206,27,21
3,ЧАШКА,2205/1,824,560
3,ЧАШКА,2211,227,130
3,ЧАШКА,2212,16,6
3,ЧАШКА,2213,33,15
3,ЧАШКА,2214,136,89
3,ЧАШКА,2215,121,67
3,ЧАШКА,2216,90,67
3,ЧАШКА,2227,30,10
3,ЧАШКА,2228,832,421
3,ЧАШКА,2229,118,95
3,ЧАШКА,2230,284,149
3,ЧАШКА,2231,25,18
3,ЧАШКА,2232,21,8
3,ЧАШКА,2233,2,0
3,ЧАШКА,2234,578,449
3,ЧАШКА,2235,0,0
3,ЧАШКА,2236,17,7
3,ЧАШКА,2237,17,12
3,ЧАШКА,2238,6,1
3,ЧАШКА,2239,5,1
3,ЧАШКА,2240,59,31
3,ЧАШКА,2241,102,67
3,ЧАШКА,2242,112,88
3,ЧАШКА,2243,306,197
3,ЧАШКА,2244,44,17
3,ЧАШКА,2245,22,8
3,ЧАШКА,2246,54,35
3,ЧАШКА,2234/1,596,482
3,ЧАШКА,ЗРД-2216,3,0
3,ЧЕШИНОВО - ОБЛЕШЕВО,0875,374,259
3,ЧЕШИНОВО - ОБЛЕШЕВО,0876,335,211
3,ЧЕШИНОВО - ОБЛЕШЕВО,0877,214,147
3,ЧЕШИНОВО - ОБЛЕШЕВО,0878,51,23
3,ЧЕШИНОВО - ОБЛЕШЕВО,0879,690,470
3,ЧЕШИНОВО - ОБЛЕШЕВО,0880,106,76
3,ЧЕШИНОВО - ОБЛЕШЕВО,0881,349,214
3,ЧЕШИНОВО - ОБЛЕШЕВО,0882,911,573
3,ЧЕШИНОВО - ОБЛЕШЕВО,0883,538,297
3,ЧЕШИНОВО - ОБЛЕШЕВО,0884,224,126
3,ЧЕШИНОВО - ОБЛЕШЕВО,0885,532,344
3,ЧЕШИНОВО - ОБЛЕШЕВО,0886,263,155
3,ЧЕШИНОВО - ОБЛЕШЕВО,0887,804,523
3,ЧЕШИНОВО - ОБЛЕШЕВО,ЗРД-2232,1,0
3,ШТИП,2294/1,483,288
3,ШТИП,2247,1030,561
3,ШТИП,2248,718,420
3,ШТИП,2249,507,281
3,ШТИП,2250,591,317
3,ШТИП,2251,741,414
3,ШТИП,2252,896,528
3,ШТИП,2253,684,420
3,ШТИП,2254,582,360
3,ШТИП,2255,486,271
3,ШТИП,2256,752,417
3,ШТИП,2257,744,426
3,ШТИП,2258,703,404
3,ШТИП,2259,831,471
3,ШТИП,2260,724,421
3,ШТИП,2261,709,422
3,ШТИП,2262,785,463
3,ШТИП,2263,524,309
3,ШТИП,2264,601,336
3,ШТИП,2265,452,289
3,ШТИП,2266,637,375
3,ШТИП,2267,726,437
3,ШТИП,2268,522,320
3,ШТИП,2269,654,373
3,ШТИП,2270,680,375
3,ШТИП,2271,537,284
3,ШТИП,2272,709,383
3,ШТИП,2273,647,307
3,ШТИП,2274,760,486
3,ШТИП,2275,780,467
3,ШТИП,2276,929,627
3,ШТИП,2277,512,153
3,ШТИП,2278,889,273
3,ШТИП,2279,395,186
3,ШТИП,2280,518,227
3,ШТИП,2281,857,546
3,ШТИП,2282,656,432
3,ШТИП,2283,470,297
3,ШТИП,2284,869,651
3,ШТИП,2285,59,28
3,ШТИП,2286,18,6
3,ШТИП,2287,5,0
3,ШТИП,2288,25,5
3,ШТИП,2289,6,3
3,ШТИП,2290,218,166
3,ШТИП,2291,10,4
3,ШТИП,2292,939,530
3,ШТИП,2293,957,579
3,ШТИП,2294,496,290
3,ШТИП,2295,677,380
3,ШТИП,2296,807,514
3,ШТИП,2297,914,545
3,ШТИП,2298,831,471
3,ШТИП,2299,687,432
3,ШТИП,2300,742,472
3,ШТИП,2301,53,25
3,ШТИП,2302,12,9
3,ШТИП,2303,14,4
3,ШТИП,2304,6,1
3,ШТИП,2305,26,7
3,ШТИП,2306,162,60
3,ШТИП,2307,172,77
3,ШТИП,2308,112,59
3,ШТИП,2309,11,3
3,ШТИП,2310,15,10
3,ШТИП,2311,31,16
3,ШТИП,2312,29,6
3,ШТИП,2313,96,74
3,ШТИП,2314,67,32
3,ШТИП,2315,848,465
3,ШТИП,2247/1,1053,568
3,ШТИП,2248/1,741,440
3,ШТИП,2249/1,496,261
3,ШТИП,2250/1,583,345
3,ШТИП,2255/1,522,305
3,ШТИП,2268/1,567,328
3,ШТИП,2269/1,656,367
3,ШТИП,2270/1,739,378
3,ШТИП,2271/1,563,290
3,ШТИП,2280/1,485,212
3,ШТИП,ЗРД-2283,73,0
4,БИТОЛА,0194,407,267
4,БИТОЛА,0195,362,230
4,БИТОЛА,0196,78,55
4,БИТОЛА,0197,307,181
4,БИТОЛА,0198,111,65
4,БИТОЛА,0199,103,64
4,БИТОЛА,0200,34,13
4,БИТОЛА,0201,247,152
4,БИТОЛА,0202,113,71
4,БИТОЛА,0203,53,13
4,БИТОЛА,0204,185,104
4,БИТОЛА,ЗРД-1066/1,1,0
4,БОГДАНЦИ,0368,646,406
4,БОГДАНЦИ,0369,707,443
4,БОГДАНЦИ,0370,225,151
4,БОГДАНЦИ,0371,635,336
4,БОГДАНЦИ,0372,755,463
4,БОГДАНЦИ,0373,750,433
4,БОГДАНЦИ,0374,470,288
4,БОГДАНЦИ,0375,590,341
4,БОГДАНЦИ,0376,538,280
4,БОГДАНЦИ,0377,333,237
4,БОГДАНЦИ,0371/1,525,264
4,БОГДАНЦИ,0376/1,533,311
4,БОГДАНЦИ,ЗРД-1082,11,0
4,БОСИЛОВО,1811,714,440
4,БОСИЛОВО,1812,685,392
4,БОСИЛОВО,1813,409,239
4,БОСИЛОВО,1814,542,321
4,БОСИЛОВО,1815,823,471
4,БОСИЛОВО,1816,238,193
4,БОСИЛОВО,1817,551,293
4,БОСИЛОВО,1818,578,300
4,БОСИЛОВО,1819,295,175
4,БОСИЛОВО,1820,827,512
4,БОСИЛОВО,1821,763,447
4,БОСИЛОВО,1822,700,407
4,БОСИЛОВО,1823,768,438
4,БОСИЛОВО,1824,500,238
4,БОСИЛОВО,1825,987,448
4,БОСИЛОВО,1826,721,361
4,БОСИЛОВО,1824/1,563,249
4,БОСИЛОВО,1842,799,376
4,БОСИЛОВО,1843,785,343
4,БОСИЛОВО,ЗРД-1139,7,0
4,ДОЈРАН,0378,399,278
4,ДОЈРАН,0379,170,136
4,ДОЈРАН,0380,82,43
4,ДОЈРАН,0381,121,24
4,ДОЈРАН,0382,439,308
4,ДОЈРАН,0383,437,327
4,ДОЈРАН,0384,430,288
4,ДОЈРАН,0385,606,407
4,ДОЈРАН,ЗРД-2097,2,0
4,ВАЛАНДОВО,0280,941,592
4,ВАЛАНДОВО,0281,452,286
4,ВАЛАНДОВО,0282,819,515
4,ВАЛАНДОВО,0283,571,409
4,ВАЛАНДОВО,0284,479,313
4,ВАЛАНДОВО,0285,717,475
4,ВАЛАНДОВО,0286,720,481
4,ВАЛАНДОВО,0287,445,312
4,ВАЛАНДОВО,0288,627,404
4,ВАЛАНДОВО,0289,132,82
4,ВАЛАНДОВО,0290,279,184
4,ВАЛАНДОВО,0291,674,537
4,ВАЛАНДОВО,0292,338,210
4,ВАЛАНДОВО,0293,279,167
4,ВАЛАНДОВО,0294,371,226
4,ВАЛАНДОВО,0295,165,99
4,ВАЛАНДОВО,0296,247,148
4,ВАЛАНДОВО,0297,350,222
4,ВАЛАНДОВО,0298,44,14
4,ВАЛАНДОВО,0299,194,84
4,ВАЛАНДОВО,0300,161,129
4,ВАЛАНДОВО,0301,255,119
4,ВАЛАНДОВО,0302,132,76
4,ВАЛАНДОВО,0284/1,520,347
4,ВАЛАНДОВО,ЗРД-1155,7,0
4,ВАСИЛЕВО,1800/1,549,309
4,ВАСИЛЕВО,1804/1,562,401
4,ВАСИЛЕВО,1794,175,108
4,ВАСИЛЕВО,1795,303,115
4,ВАСИЛЕВО,1796,10,2
4,ВАСИЛЕВО,1797,600,311
4,ВАСИЛЕВО,1798,527,218
4,ВАСИЛЕВО,1799,369,134
4,ВАСИЛЕВО,1800,589,349
4,ВАСИЛЕВО,1801,942,544
4,ВАСИЛЕВО,1802,753,493
4,ВАСИЛЕВО,1803,801,485
4,ВАСИЛЕВО,1804,635,438
4,ВАСИЛЕВО,1805,749,440
4,ВАСИЛЕВО,1806,787,393
4,ВАСИЛЕВО,1807,579,345
4,ВАСИЛЕВО,1808,440,305
4,ВАСИЛЕВО,1809,736,489
4,ВАСИЛЕВО,1810,475,272
4,ВАСИЛЕВО,ЗРД-1163,11,0
4,ГЕВГЕЛИЈА,0333,618,424
4,ГЕВГЕЛИЈА,0334,513,348
4,ГЕВГЕЛИЈА,0335,500,348
4,ГЕВГЕЛИЈА,0336,704,491
4,ГЕВГЕЛИЈА,0337,763,473
4,ГЕВГЕЛИЈА,0338,906,623
4,ГЕВГЕЛИЈА,0339,337,238
4,ГЕВГЕЛИЈА,0340,764,564
4,ГЕВГЕЛИЈА,0341,412,274
4,ГЕВГЕЛИЈА,0342,604,424
4,ГЕВГЕЛИЈА,0343,631,415
4,ГЕВГЕЛИЈА,0344,398,296
4,ГЕВГЕЛИЈА,0345,573,370
4,ГЕВГЕЛИЈА,0346,579,401
4,ГЕВГЕЛИЈА,0347,1069,727
4,ГЕВГЕЛИЈА,0348,943,623
4,ГЕВГЕЛИЈА,0349,567,381
4,ГЕВГЕЛИЈА,0350,533,364
4,ГЕВГЕЛИЈА,0351,1035,691
4,ГЕВГЕЛИЈА,0352,404,270
4,ГЕВГЕЛИЈА,0353,256,165
4,ГЕВГЕЛИЈА,0354,106,75
4,ГЕВГЕЛИЈА,0355,765,500
4,ГЕВГЕЛИЈА,0356,405,308
4,ГЕВГЕЛИЈА,0357,792,560
4,ГЕВГЕЛИЈА,0358,743,540
4,ГЕВГЕЛИЈА,0359,140,112
4,ГЕВГЕЛИЈА,0360,11,9
4,ГЕВГЕЛИЈА,0361,577,465
4,ГЕВГЕЛИЈА,0362,747,551
4,ГЕВГЕЛИЈА,0363,94,79
4,ГЕВГЕЛИЈА,0364,259,185
4,ГЕВГЕЛИЈА,0365,129,110
4,ГЕВГЕЛИЈА,0366,8,5
4,ГЕВГЕЛИЈА,0367,161,106
4,ГЕВГЕЛИЈА,0349/1,532,347
4,ГЕВГЕЛИЈА,0350/1,529,391
4,ГЕВГЕЛИЈА,ЗРД-1279,29,0
4,ДЕМИР КАПИЈА,1238,869,600
4,ДЕМИР КАПИЈА,1239,959,692
4,ДЕМИР КАПИЈА,1240,435,339
4,ДЕМИР КАПИЈА,1241,279,144
4,ДЕМИР КАПИЈА,1242,372,268
4,ДЕМИР КАПИЈА,1243,73,46
4,ДЕМИР КАПИЈА,1244,75,48
4,ДЕМИР КАПИЈА,1245,41,36
4,ДЕМИР КАПИЈА,1246,139,85
4,ДЕМИР КАПИЈА,1247,17,8
4,ДЕМИР КАПИЈА,1248,10,5
4,ДЕМИР КАПИЈА,ЗРД-1333,0,0
4,КАВАДАРЦИ,0659,783,511
4,КАВАДАРЦИ,0660,592,366
4,КАВАДАРЦИ,0661,789,485
4,КАВАДАРЦИ,0662,727,430
4,КАВАДАРЦИ,0663,534,317
4,КАВАДАРЦИ,0664,498,315
4,КАВАДАРЦИ,0665,917,608
4,КАВАДАРЦИ,0666,779,437
4,КАВАДАРЦИ,0667,686,408
4,КАВАДАРЦИ,0668,509,280
4,КАВАДАРЦИ,0669,911,575
4,КАВАДАРЦИ,0670,871,563
4,КАВАДАРЦИ,0671,999,593
4,КАВАДАРЦИ,0672,536,350
4,КАВАДАРЦИ,0673,551,341
4,КАВАДАРЦИ,0674,555,313
4,КАВАДАРЦИ,0675,716,438
4,КАВАДАРЦИ,0676,684,462
4,КАВАДАРЦИ,0677,754,475
4,КАВАДАРЦИ,0678,474,308
4,КАВАДАРЦИ,0679,700,470
4,КАВАДАРЦИ,0680,711,411
4,КАВАДАРЦИ,0681,946,495
4,КАВАДАРЦИ,0682,768,474
4,КАВАДАРЦИ,0683,701,437
4,КАВАДАРЦИ,0684,542,350
4,КАВАДАРЦИ,0685,884,560
4,КАВАДАРЦИ,0686,670,410
4,КАВАДАРЦИ,0687,580,412
4,КАВАДАРЦИ,0688,788,499
4,КАВАДАРЦИ,0689,891,572
4,КАВАДАРЦИ,0690,775,441
4,КАВАДАРЦИ,0691,497,315
4,КАВАДАРЦИ,0692,513,328
4,КАВАДАРЦИ,0693,671,468
4,КАВАДАРЦИ,0694,756,455
4,КАВАДАРЦИ,0695,465,248
4,КАВАДАРЦИ,0696,67,35
4,КАВАДАРЦИ,0697,13,8
4,КАВАДАРЦИ,0698,762,559
4,КАВАДАРЦИ,0699,74,45
4,КАВАДАРЦИ,0700,106,65
4,КАВАДАРЦИ,0701,264,178
4,КАВАДАРЦИ,0702,671,463
4,КАВАДАРЦИ,0703,786,506
4,КАВАДАРЦИ,0704,33,21
4,КАВАДАРЦИ,0705,34,23
4,КАВАДАРЦИ,0706,9,1
4,КАВАДАРЦИ,0707,34,24
4,КАВАДАРЦИ,0708,27,16
4,КАВАДАРЦИ,0709,18,5
4,КАВАДАРЦИ,0710,22,18
4,КАВАДАРЦИ,0711,27,23
4,КАВАДАРЦИ,0712,37,25
4,КАВАДАРЦИ,0660/1,632,403
4,КАВАДАРЦИ,0668/1,617,383
4,КАВАДАРЦИ,0672/1,511,331
4,КАВАДАРЦИ,0673/1,541,331
4,КАВАДАРЦИ,0674/1,565,356
4,КАВАДАРЦИ,0684/1,658,440
4,КАВАДАРЦИ,ЗРД-1490,39,0
4,НОВО СЕЛО,1774,565,250
4,НОВО СЕЛО,1775,604,240
4,НОВО СЕЛО,1776,370,150
4,НОВО СЕЛО,1777,753,405
4,НОВО СЕЛО,1778,787,293
4,НОВО СЕЛО,1779,4,3
4,НОВО СЕЛО,1780,55,29
4,НОВО СЕЛО,1781,41,24
4,НОВО СЕЛО,1782,596,246
4,НОВО СЕЛО,1783,468,174
4,НОВО СЕЛО,1784,730,216
4,НОВО СЕЛО,1785,778,416
4,НОВО СЕЛО,1786,970,522
4,НОВО СЕЛО,1787,825,450
4,НОВО СЕЛО,1788,834,319
4,НОВО СЕЛО,1789,791,335
4,НОВО СЕЛО,1790,300,161
4,НОВО СЕЛО,1791,544,191
4,НОВО СЕЛО,1792,637,386
4,НОВО СЕЛО,1791/1,523,200
4,НОВО СЕЛО,ЗРД-1830,6,0
4,КОНЧЕ,1608,539,347
4,КОНЧЕ,1609,372,206
4,КОНЧЕ,1610,109,69
4,КОНЧЕ,1611,357,215
4,КОНЧЕ,1612,861,597
4,КОНЧЕ,1613,237,175
4,КОНЧЕ,1614,2,0
4,КОНЧЕ,1615,1,0
4,КОНЧЕ,1616,3,0
4,КОНЧЕ,1617,243,137
4,КОНЧЕ,ЗРД-1562,0,0
4,КРИВОГАШТАНИ,1508,109,79
4,КРИВОГАШТАНИ,1509,39,27
4,КРИВОГАШТАНИ,1510,832,526
4,КРИВОГАШТАНИ,1511,656,439
4,КРИВОГАШТАНИ,1512,416,280
4,КРИВОГАШТАНИ,1513,316,206
4,КРИВОГАШТАНИ,1514,384,244
4,КРИВОГАШТАНИ,1515,600,418
4,КРИВОГАШТАНИ,1516,527,292
4,КРИВОГАШТАНИ,1517,222,133
4,КРИВОГАШТАНИ,1518,227,136
4,КРИВОГАШТАНИ,1519,306,235
4,КРИВОГАШТАНИ,ЗРД-1635,3,0
4,МОГИЛА,0181,145,105
4,МОГИЛА,0182,478,295
4,МОГИЛА,0183,33,18
4,МОГИЛА,0184,35,22
4,МОГИЛА,0185,148,84
4,МОГИЛА,0186,318,134
4,МОГИЛА,0187,137,68
4,МОГИЛА,0188,374,244
4,МОГИЛА,0189,331,180
4,МОГИЛА,0190,147,73
4,МОГИЛА,0191,670,445
4,МОГИЛА,0192,605,395
4,МОГИЛА,0193,114,80
4,МОГИЛА,0214,216,161
4,МОГИЛА,0215,21,12
4,МОГИЛА,0216,28,13
4,МОГИЛА,0217,222,137
4,МОГИЛА,0218,126,84
4,МОГИЛА,0219,495,359
4,МОГИЛА,0220,247,179
4,МОГИЛА,0221,300,225
4,МОГИЛА,0222,50,30
4,МОГИЛА,0223,67,47
4,МОГИЛА,ЗРД-1783,3,0
4,НЕГОТИНО,1213,717,510
4,НЕГОТИНО,1214,682,509
4,НЕГОТИНО,1215,698,439
4,НЕГОТИНО,1216,573,362
4,НЕГОТИНО,1217,472,344
4,НЕГОТИНО,1218,937,649
4,НЕГОТИНО,1219,551,341
4,НЕГОТИНО,1220,594,435
4,НЕГОТИНО,1221,504,341
4,НЕГОТИНО,1222,900,629
4,НЕГОТИНО,1223,631,438
4,НЕГОТИНО,1224,568,386
4,НЕГОТИНО,1225,825,574
4,НЕГОТИНО,1226,703,482
4,НЕГОТИНО,1227,728,576
4,НЕГОТИНО,1228,862,571
4,НЕГОТИНО,1229,37,28
4,НЕГОТИНО,1230,2,1
4,НЕГОТИНО,1231,679,456
4,НЕГОТИНО,1232,322,271
4,НЕГОТИНО,1233,38,29
4,НЕГОТИНО,1234,914,701
4,НЕГОТИНО,1235,146,114
4,НЕГОТИНО,1236,934,647
4,НЕГОТИНО,1237,162,90
4,НЕГОТИНО,1216/1,452,314
4,НЕГОТИНО,1221/1,539,379
4,НЕГОТИНО,1223/1,704,497
4,НЕГОТИНО,ЗРД-1805,14,0
4,НОВАЦИ,0158,154,117
4,НОВАЦИ,0159,141,104
4,НОВАЦИ,0160,131,107
4,НОВАЦИ,0161,495,399
4,НОВАЦИ,0162,33,26
4,НОВАЦИ,0163,280,228
4,НОВАЦИ,0164,46,25
4,НОВАЦИ,0165,84,62
4,НОВАЦИ,0166,28,5
4,НОВАЦИ,0167,58,32
4,НОВАЦИ,0168,64,31
4,НОВАЦИ,0169,130,95
4,НОВАЦИ,0170,216,154
4,НОВАЦИ,0171,231,147
4,НОВАЦИ,0172,57,31
4,НОВАЦИ,0173,15,4
4,НОВАЦИ,0174,32,6
4,НОВАЦИ,0175,17,6
4,НОВАЦИ,0176,58,23
4,НОВАЦИ,0177,16,2
4,НОВАЦИ,0178,22,9
4,НОВАЦИ,0179,65,33
4,НОВАЦИ,0180,61,32
4,НОВАЦИ,0161/1,494,398
4,НОВАЦИ,ЗРД-1821,6,0
4,ПРИЛЕП,1350,360,263
4,ПРИЛЕП,1351,730,486
4,ПРИЛЕП,1352,530,365
4,ПРИЛЕП,1353,498,293
4,ПРИЛЕП,1354,810,493
4,ПРИЛЕП,1355,740,420
4,ПРИЛЕП,1356,507,350
4,ПРИЛЕП,1357,662,408
4,ПРИЛЕП,1358,643,431
4,ПРИЛЕП,1359,641,416
4,ПРИЛЕП,1360,726,468
4,ПРИЛЕП,1361,668,411
4,ПРИЛЕП,1362,768,492
4,ПРИЛЕП,1363,283,191
4,ПРИЛЕП,1364,397,262
4,ПРИЛЕП,1365,433,304
4,ПРИЛЕП,1366,433,253
4,ПРИЛЕП,1367,425,251
4,ПРИЛЕП,1368,348,224
4,ПРИЛЕП,1369,896,533
4,ПРИЛЕП,1370,243,160
4,ПРИЛЕП,1371,838,537
4,ПРИЛЕП,1372,302,173
4,ПРИЛЕП,1373,630,394
4,ПРИЛЕП,1374,798,519
4,ПРИЛЕП,1375,728,458
4,ПРИЛЕП,1376,742,473
4,ПРИЛЕП,1377,671,398
4,ПРИЛЕП,1378,851,552
4,ПРИЛЕП,1379,506,332
4,ПРИЛЕП,1380,862,535
4,ПРИЛЕП,1381,644,441
4,ПРИЛЕП,1382,802,489
4,ПРИЛЕП,1383,413,252
4,ПРИЛЕП,1384,944,590
4,ПРИЛЕП,1385,388,248
4,ПРИЛЕП,1386,317,197
4,ПРИЛЕП,1387,565,372
4,ПРИЛЕП,1388,845,552
4,ПРИЛЕП,1389,855,571
4,ПРИЛЕП,1390,883,588
4,ПРИЛЕП,1391,984,644
4,ПРИЛЕП,1392,452,272
4,ПРИЛЕП,1393,785,510
4,ПРИЛЕП,1394,589,366
4,ПРИЛЕП,1395,763,483
4,ПРИЛЕП,1396,818,530
4,ПРИЛЕП,1397,477,265
4,ПРИЛЕП,1398,710,408
4,ПРИЛЕП,1399,750,381
4,ПРИЛЕП,1400,584,278
4,ПРИЛЕП,1401,753,362
4,ПРИЛЕП,1402,683,302
4,ПРИЛЕП,1403,775,453
4,ПРИЛЕП,1404,687,449
4,ПРИЛЕП,1405,774,473
4,ПРИЛЕП,1406,280,192
4,ПРИЛЕП,1407,328,206
4,ПРИЛЕП,1408,747,465
4,ПРИЛЕП,1409,495,334
4,ПРИЛЕП,1410,782,501
4,ПРИЛЕП,1411,526,327
4,ПРИЛЕП,1412,580,376
4,ПРИЛЕП,1413,472,300
4,ПРИЛЕП,1414,797,491
4,ПРИЛЕП,1415,455,289
4,ПРИЛЕП,1416,534,349
4,ПРИЛЕП,1417,911,559
4,ПРИЛЕП,1418,434,270
4,ПРИЛЕП,1419,512,320
4,ПРИЛЕП,1420,907,574
4,ПРИЛЕП,1421,894,582
4,ПРИЛЕП,1422,11,3
4,ПРИЛЕП,1423,19,10
4,ПРИЛЕП,1424,17,14
4,ПРИЛЕП,1425,5,1
4,ПРИЛЕП,1426,6,0
4,ПРИЛЕП,1427,97,45
4,ПРИЛЕП,1428,1,0
4,ПРИЛЕП,1429,5,0
4,ПРИЛЕП,1430,9,1
4,ПРИЛЕП,1431,34,28
4,ПРИЛЕП,1432,307,243
4,ПРИЛЕП,1433,29,17
4,ПРИЛЕП,1434,194,155
4,ПРИЛЕП,1435,165,91
4,ПРИЛЕП,1436,3,0
4,ПРИЛЕП,1437,4,0
4,ПРИЛЕП,1438,20,0
4,ПРИЛЕП,1439,68,41
4,ПРИЛЕП,1440,244,142
4,ПРИЛЕП,1441,3,0
4,ПРИЛЕП,1442,2,0
4,ПРИЛЕП,1443,875,560
4,ПРИЛЕП,1444,749,477
4,ПРИЛЕП,1445,670,437
4,ПРИЛЕП,1446,232,169
4,ПРИЛЕП,1447,575,401
4,ПРИЛЕП,1448,551,390
4,ПРИЛЕП,1449,203,150
4,ПРИЛЕП,1450,797,492
4,ПРИЛЕП,1451,315,212
4,ПРИЛЕП,1452,636,379
4,ПРИЛЕП,1453,604,384
4,ПРИЛЕП,1454,734,419
4,ПРИЛЕП,1455,455,305
4,ПРИЛЕП,1456,537,195
4,ПРИЛЕП,1457,563,213
4,ПРИЛЕП,1367/1,437,258
4,ПРИЛЕП,1374/1,760,490
4,ПРИЛЕП,1375/1,753,435
4,ПРИЛЕП,1380/1,808,457
4,ПРИЛЕП,1385/1,490,312
4,ПРИЛЕП,1387/1,478,285
4,ПРИЛЕП,1392/1,519,329
4,ПРИЛЕП,1400/1,566,268
4,ПРИЛЕП,1402/1,642,314
4,ПРИЛЕП,1456/1,535,218
4,ПРИЛЕП,1494,983,653
4,ПРИЛЕП,1495,255,166
4,ПРИЛЕП,1496,13,0
4,ПРИЛЕП,1497,120,70
4,ПРИЛЕП,1498,7,0
4,ПРИЛЕП,1499,38,15
4,ПРИЛЕП,1500,323,209
4,ПРИЛЕП,1501,75,27
4,ПРИЛЕП,1502,99,58
4,ПРИЛЕП,1503,98,43
4,ПРИЛЕП,1504,49,32
4,ПРИЛЕП,1505,134,95
4,ПРИЛЕП,1506,170,113
4,ПРИЛЕП,1507,42,22
4,ПРИЛЕП,1520,37,11
4,ПРИЛЕП,1521,11,4
4,ПРИЛЕП,1522,2,0
4,ПРИЛЕП,1523,43,19
4,ПРИЛЕП,1524,7,0
4,ПРИЛЕП,1525,29,7
4,ПРИЛЕП,1526,7,0
4,ПРИЛЕП,1527,120,74
4,ПРИЛЕП,1528,30,5
4,ПРИЛЕП,1529,22,13
4,ПРИЛЕП,ЗРД-1953,84,0
4,РАДОВИШ,1574,834,442
4,РАДОВИШ,1575,843,447
4,РАДОВИШ,1576,689,360
4,РАДОВИШ,1577,879,503
4,РАДОВИШ,1578,497,269
4,РАДОВИШ,1579,540,264
4,РАДОВИШ,1580,572,269
4,РАДОВИШ,1581,752,348
4,РАДОВИШ,1582,782,400
4,РАДОВИШ,1583,684,401
4,РАДОВИШ,1584,804,451
4,РАДОВИШ,1585,514,256
4,РАДОВИШ,1586,682,371
4,РАДОВИШ,1587,908,425
4,РАДОВИШ,1588,623,293
4,РАДОВИШ,1589,541,270
4,РАДОВИШ,1590,715,355
4,РАДОВИШ,1591,670,317
4,РАДОВИШ,1592,790,254
4,РАДОВИШ,1593,205,82
4,РАДОВИШ,1594,634,266
4,РАДОВИШ,1595,655,266
4,РАДОВИШ,1596,764,237
4,РАДОВИШ,1597,166,59
4,РАДОВИШ,1598,306,210
4,РАДОВИШ,1599,487,212
4,РАДОВИШ,1600,127,75
4,РАДОВИШ,1601,49,5
4,РАДОВИШ,1602,396,218
4,РАДОВИШ,1603,299,173
4,РАДОВИШ,1604,11,8
4,РАДОВИШ,1605,230,163
4,РАДОВИШ,1606,7,1
4,РАДОВИШ,1607,3,2
4,РАДОВИШ,1578/1,497,275
4,РАДОВИШ,1579/1,512,231
4,РАДОВИШ,1580/1,567,289
4,РАДОВИШ,1581/1,680,342
4,РАДОВИШ,1582/1,713,361
4,РАДОВИШ,1583/1,643,313
4,РАДОВИШ,1618,615,281
4,РАДОВИШ,1619,619,259
4,РАДОВИШ,1620,13,0
4,РАДОВИШ,1621,651,225
4,РАДОВИШ,1622,318,161
4,РАДОВИШ,1623,687,347
4,РАДОВИШ,ЗРД-1970,34,0
4,РОСОМАН,0713,131,81
4,РОСОМАН,0714,29,17
4,РОСОМАН,0715,247,158
4,РОСОМАН,0716,172,115
4,РОСОМАН,0717,463,290
4,РОСОМАН,0718,67,40
4,РОСОМАН,0719,63,41
4,РОСОМАН,0720,864,586
4,РОСОМАН,0721,589,423
4,РОСОМАН,0722,726,528
4,РОСОМАН,ЗРД-2003,2,0
4,СТРУМИЦА,1763/1,627,165
4,СТРУМИЦА,1713,603,357
4,СТРУМИЦА,1714,366,217
4,СТРУМИЦА,1715,527,348
4,СТРУМИЦА,1716,726,473
4,СТРУМИЦА,1717,523,327
4,СТРУМИЦА,1718,668,430
4,СТРУМИЦА,1719,494,283
4,СТРУМИЦА,1720,872,504
4,СТРУМИЦА,1721,655,392
4,СТРУМИЦА,1722,517,332
4,СТРУМИЦА,1723,767,508
4,СТРУМИЦА,1724,590,346
4,СТРУМИЦА,1725,525,313
4,СТРУМИЦА,1726,813,470
4,СТРУМИЦА,1727,545,343
4,СТРУМИЦА,1728,549,304
4,СТРУМИЦА,1729,722,419
4,СТРУМИЦА,1730,586,348
4,СТРУМИЦА,1731,809,462
4,СТРУМИЦА,1732,551,304
4,СТРУМИЦА,1733,745,444
4,СТРУМИЦА,1734,869,532
4,СТРУМИЦА,1735,539,301
4,СТРУМИЦА,1736,342,207
4,СТРУМИЦА,1737,499,308
4,СТРУМИЦА,1738,839,475
4,СТРУМИЦА,1739,745,441
4,СТРУМИЦА,1740,744,438
4,СТРУМИЦА,1741,925,570
4,СТРУМИЦА,1742,374,209
4,СТРУМИЦА,1743,538,333
4,СТРУМИЦА,1744,583,365
4,СТРУМИЦА,1745,621,393
4,СТРУМИЦА,1746,454,307
4,СТРУМИЦА,1747,780,489
4,СТРУМИЦА,1748,506,334
4,СТРУМИЦА,1749,550,350
4,СТРУМИЦА,1750,340,244
4,СТРУМИЦА,1751,653,450
4,СТРУМИЦА,1752,518,314
4,СТРУМИЦА,1753,345,208
4,СТРУМИЦА,1754,796,396
4,СТРУМИЦА,1755,459,254
4,СТРУМИЦА,1756,774,444
